as_of_date,pair,tenor,quote_type,value,ticker,field,source,snapped_at
2026-09-19,USDJPY,3M,RR25,-1.7875,USDJPY25R3M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDJPY,6M,ATM,8.5575,USDJPYV6M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDJPY,6M,BF10,0.985,USDJPY10B6M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDJPY,6M,BF25,0.285,USDJPY25B6M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDJPY,6M,RR10,-2.345,USDJPY10R6M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDJPY,6M,RR25,-1.2675,USDJPY25R6M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDJPY,9M,ATM,8.5825,USDJPYV9M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDJPY,9M,BF10,1.1,USDJPY10B9M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDJPY,9M,BF25,0.305,USDJPY25B9M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDJPY,9M,RR10,-1.6575,USDJPY10R9M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDJPY,9M,RR25,-0.875,USDJPY25R9M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDJPY,ON,ATM,7.555,USDJPYVON BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDJPY,ON,BF10,0.685,USDJPY10BON BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDJPY,ON,BF25,0.245,USDJPY25BON BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDJPY,ON,RR10,-3.665,USDJPY10RON BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDJPY,ON,RR25,-1.995,USDJPY25RON BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDZAR,1M,ATM,10.255,USDZARV1M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDZAR,1M,BF10,1.025,USDZAR10B1M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDZAR,1M,BF25,0.315,USDZAR25B1M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDZAR,1M,RR10,4.205,USDZAR10R1M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDZAR,1M,RR25,2.165,USDZAR25R1M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDZAR,1W,ATM,10.21,USDZARV1W BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDZAR,1W,BF10,0.9575,USDZAR10B1W BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDZAR,1W,BF25,0.3,USDZAR25B1W BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDZAR,1W,RR10,3.8225,USDZAR10R1W BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDZAR,1W,RR25,2.0325,USDZAR25R1W BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDZAR,1Y,ATM,11.96,USDZARV1Y BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDZAR,1Y,BF10,1.04,USDZAR10B1Y BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDZAR,1Y,BF25,0.32,USDZAR25B1Y BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDZAR,1Y,RR10,3.88,USDZAR10R1Y BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDZAR,1Y,RR25,1.92,USDZAR25R1Y BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDZAR,2M,ATM,10.715,USDZARV2M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDZAR,2M,BF10,1.0125,USDZAR10B2M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDZAR,2M,BF25,0.3075,USDZAR25B2M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDZAR,2M,RR10,4.1675,USDZAR10R2M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDZAR,2M,RR25,2.1325,USDZAR25R2M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDZAR,2W,ATM,10.44,USDZARV2W BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDZAR,2W,BF10,0.975,USDZAR10B2W BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDZAR,2W,BF25,0.305,USDZAR25B2W BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDZAR,2W,RR10,3.95,USDZAR10R2W BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDZAR,2W,RR25,2.115,USDZAR25R2W BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDZAR,3M,ATM,10.915,USDZARV3M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDZAR,3M,BF10,1.01,USDZAR10B3M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDZAR,3M,BF25,0.3075,USDZAR25B3M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDZAR,3M,RR10,4.1425,USDZAR10R3M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDZAR,3M,RR25,2.1,USDZAR25R3M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDZAR,6M,ATM,11.2,USDZARV6M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDZAR,6M,BF10,0.975,USDZAR10B6M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDZAR,6M,BF25,0.295,USDZAR25B6M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDZAR,6M,RR10,4.005,USDZAR10R6M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDZAR,6M,RR25,1.995,USDZAR25R6M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDZAR,9M,ATM,11.63,USDZARV9M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDZAR,9M,BF10,0.99,USDZAR10B9M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDZAR,9M,BF25,0.3025,USDZAR25B9M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDZAR,9M,RR10,3.9075,USDZAR10R9M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDZAR,9M,RR25,1.9325,USDZAR25R9M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDZAR,ON,ATM,8.3975,USDZARVON BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDZAR,ON,BF10,0.82,USDZAR10BON BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDZAR,ON,BF25,0.255,USDZAR25BON BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDZAR,ON,RR10,3.0625,USDZAR10RON BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDZAR,ON,RR25,1.6425,USDZAR25RON BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,XAUUSD,1M,ATM,20.94,XAUUSDV1M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,XAUUSD,1M,BF10,2.165,XAUUSD10B1M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,XAUUSD,1M,BF25,0.58,XAUUSD25B1M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,XAUUSD,1M,RR10,1.295,XAUUSD10R1M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,XAUUSD,1M,RR25,0.71,XAUUSD25R1M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,XAUUSD,1W,ATM,19.7375,XAUUSDV1W BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,XAUUSD,1W,BF10,1.5125,XAUUSD10B1W BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,XAUUSD,1W,BF25,0.425,XAUUSD25B1W BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,XAUUSD,1W,RR10,0.6125,XAUUSD10R1W BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,XAUUSD,1W,RR25,0.3125,XAUUSD25R1W BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,XAUUSD,1Y,ATM,22.12,XAUUSDV1Y BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,XAUUSD,1Y,BF10,3.255,XAUUSD10B1Y BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,XAUUSD,1Y,BF25,0.955,XAUUSD25B1Y BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,XAUUSD,1Y,RR10,2.97,XAUUSD10R1Y BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,XAUUSD,1Y,RR25,1.52,XAUUSD25R1Y BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,XAUUSD,2M,ATM,21.89,XAUUSDV2M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,XAUUSD,2M,BF10,2.55,XAUUSD10B2M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,XAUUSD,2M,BF25,0.695,XAUUSD25B2M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,XAUUSD,2M,RR10,1.755,XAUUSD10R2M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,XAUUSD,2M,RR25,0.97,XAUUSD25R2M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,XAUUSD,2W,ATM,20.6325,XAUUSDV2W BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,XAUUSD,2W,BF10,1.7325,XAUUSD10B2W BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,XAUUSD,2W,BF25,0.4925,XAUUSD25B2W BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,XAUUSD,2W,RR10,0.87,XAUUSD10R2W BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,XAUUSD,2W,RR25,0.4725,XAUUSD25R2W BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,XAUUSD,3M,ATM,22.07,XAUUSDV3M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,XAUUSD,3M,BF10,2.685,XAUUSD10B3M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,XAUUSD,3M,BF25,0.74,XAUUSD25B3M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,XAUUSD,3M,RR10,2.06,XAUUSD10R3M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,XAUUSD,3M,RR25,1.115,XAUUSD25R3M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,XAUUSD,6M,ATM,21.975,XAUUSDV6M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,XAUUSD,6M,BF10,2.945,XAUUSD10B6M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,XAUUSD,6M,BF25,0.83,XAUUSD25B6M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,XAUUSD,6M,RR10,2.465,XAUUSD10R6M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,XAUUSD,6M,RR25,1.31,XAUUSD25R6M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,XAUUSD,9M,ATM,22.0425,XAUUSDV9M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,XAUUSD,9M,BF10,3.1425,XAUUSD10B9M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,XAUUSD,9M,BF25,0.9225,XAUUSD25B9M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,XAUUSD,9M,RR10,2.69,XAUUSD10R9M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,XAUUSD,9M,RR25,1.435,XAUUSD25R9M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,XAUUSD,ON,ATM,12.33,XAUUSDVON BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,XAUUSD,ON,BF10,0.8825,XAUUSD10BON BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,XAUUSD,ON,BF25,0.245,XAUUSD25BON BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,XAUUSD,ON,RR10,0.5575,XAUUSD10RON BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,XAUUSD,ON,RR25,0.2825,XAUUSD25RON BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-20,EURSEK,1M,ATM,5.265,EURSEKV1M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,EURSEK,1M,BF10,0.365,EURSEK10B1M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,EURSEK,1M,BF25,0.1125,EURSEK25B1M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,EURSEK,1M,RR10,0.645,EURSEK10R1M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,EURSEK,1M,RR25,0.3475,EURSEK25R1M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,EURSEK,1W,ATM,5.4025,EURSEKV1W BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,EURSEK,1W,BF10,0.3175,EURSEK10B1W BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,EURSEK,1W,BF25,0.0975,EURSEK25B1W BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,EURSEK,1W,RR10,0.4325,EURSEK10R1W BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,EURSEK,1W,RR25,0.225,EURSEK25R1W BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,EURSEK,1Y,ATM,5.785,EURSEKV1Y BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,EURSEK,1Y,BF10,0.795,EURSEK10B1Y BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,EURSEK,1Y,BF25,0.245,EURSEK25B1Y BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,EURSEK,1Y,RR10,1.28,EURSEK10R1Y BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,EURSEK,1Y,RR25,0.66,EURSEK25R1Y BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,EURSEK,2M,ATM,5.4,EURSEKV2M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,EURSEK,2M,BF10,0.41,EURSEK10B2M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,EURSEK,2M,BF25,0.13,EURSEK25B2M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,EURSEK,2M,RR10,0.765,EURSEK10R2M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,EURSEK,2M,RR25,0.405,EURSEK25R2M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,EURSEK,2W,ATM,5.3475,EURSEKV2W BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,EURSEK,2W,BF10,0.33,EURSEK10B2W BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,EURSEK,2W,BF25,0.1,EURSEK25B2W BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,EURSEK,2W,RR10,0.5025,EURSEK10R2W BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,EURSEK,2W,RR25,0.2675,EURSEK25R2W BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,EURSEK,3M,ATM,5.5,EURSEKV3M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,EURSEK,3M,BF10,0.45,EURSEK10B3M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,EURSEK,3M,BF25,0.14,EURSEK25B3M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,EURSEK,3M,RR10,0.915,EURSEK10R3M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,EURSEK,3M,RR25,0.485,EURSEK25R3M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,EURSEK,6M,ATM,5.56,EURSEKV6M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,EURSEK,6M,BF10,0.5625,EURSEK10B6M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,EURSEK,6M,BF25,0.175,EURSEK25B6M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,EURSEK,6M,RR10,1.055,EURSEK10R6M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,EURSEK,6M,RR25,0.56,EURSEK25R6M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,EURSEK,9M,ATM,5.7175,EURSEKV9M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,EURSEK,9M,BF10,0.6825,EURSEK10B9M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,EURSEK,9M,BF25,0.2075,EURSEK25B9M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,EURSEK,9M,RR10,1.17,EURSEK10R9M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,EURSEK,9M,RR25,0.6025,EURSEK25R9M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,EURSEK,ON,ATM,3.885,EURSEKVON BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,EURSEK,ON,BF10,0.26,EURSEK10BON BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,EURSEK,ON,BF25,0.0775,EURSEK25BON BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,EURSEK,ON,RR10,0.295,EURSEK10RON BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,EURSEK,ON,RR25,0.1625,EURSEK25RON BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,EURUSD,1M,ATM,4.645,EURUSDV1M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,EURUSD,1M,BF10,0.425,EURUSD10B1M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,EURUSD,1M,BF25,0.1225,EURUSD25B1M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,EURUSD,1M,RR10,-0.36,EURUSD10R1M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,EURUSD,1M,RR25,-0.1925,EURUSD25R1M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,EURUSD,1W,ATM,4.2775,EURUSDV1W BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,EURUSD,1W,BF10,0.3975,EURUSD10B1W BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,EURUSD,1W,BF25,0.1175,EURUSD25B1W BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,EURUSD,1W,RR10,-0.5675,EURUSD10R1W BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,EURUSD,1W,RR25,-0.3125,EURUSD25R1W BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,EURUSD,1Y,ATM,6.18,EURUSDV1Y BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,EURUSD,1Y,BF10,1.08,EURUSD10B1Y BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,EURUSD,1Y,BF25,0.2875,EURUSD25B1Y BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,EURUSD,1Y,RR10,-0.235,EURUSD10R1Y BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,EURUSD,1Y,RR25,-0.1275,EURUSD25R1Y BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,EURUSD,2M,ATM,5.12,EURUSDV2M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,EURUSD,2M,BF10,0.505,EURUSD10B2M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,EURUSD,2M,BF25,0.14,EURUSD25B2M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,EURUSD,2M,RR10,-0.3025,EURUSD10R2M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,EURUSD,2M,RR25,-0.16,EURUSD25R2M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,EURUSD,2W,ATM,4.6775,EURUSDV2W BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,EURUSD,2W,BF10,0.405,EURUSD10B2W BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,EURUSD,2W,BF25,0.12,EURUSD25B2W BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,EURUSD,2W,RR10,-0.475,EURUSD10R2W BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,EURUSD,2W,RR25,-0.26,EURUSD25R2W BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,EURUSD,3M,ATM,5.325,EURUSDV3M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,EURUSD,3M,BF10,0.575,EURUSD10B3M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,EURUSD,3M,BF25,0.16,EURUSD25B3M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,EURUSD,3M,RR10,-0.275,EURUSD10R3M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,EURUSD,3M,RR25,-0.1475,EURUSD25R3M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,EURUSD,6M,ATM,5.555,EURUSDV6M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,EURUSD,6M,BF10,0.75,EURUSD10B6M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,EURUSD,6M,BF25,0.1975,EURUSD25B6M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,EURUSD,6M,RR10,-0.25,EURUSD10R6M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,EURUSD,6M,RR25,-0.1375,EURUSD25R6M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,EURUSD,9M,ATM,5.995,EURUSDV9M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,EURUSD,9M,BF10,0.93,EURUSD10B9M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
2026-09-20,EURUSD,9M,BF25,0.2475,EURUSD25B9M BGN Curncy,PX_LAST,BBG_BDP,2026-09-20T17:00:00-04:00
