as_of_date,instrument_id,settle_date,mark_type,value,source,snapped_at
2026-09-21,IRSOIS-USD-23049992,2027-11-24,DV01_USD,-14887.271100331098,QL_PRICER,2026-09-21T15:00:00-04:00
2026-09-21,IRSOIS-USD-23049992,2027-11-24,PAR_RATE,0.0463200910039789,QL_PRICER,2026-09-21T15:00:00-04:00
2026-09-21,IRSOIS-USD-23049992,2027-11-24,PV_USD,-302889.12143345363,QL_PRICER,2026-09-21T15:00:00-04:00
2026-09-21,IRSOIS-USD-23049993,2036-12-10,CASHFLOW_USD,0.0,QL_PRICER,2026-09-21T15:00:00-04:00
2026-09-21,IRSOIS-USD-23049993,2036-12-10,DV01_USD,-9933.030934313312,QL_PRICER,2026-09-21T15:00:00-04:00
2026-09-21,IRSOIS-USD-23049993,2036-12-10,PAR_RATE,0.04587462542662656,QL_PRICER,2026-09-21T15:00:00-04:00
2026-09-21,IRSOIS-USD-23049993,2036-12-10,PV_USD,-15383.738734908402,QL_PRICER,2026-09-21T15:00:00-04:00
2026-09-21,IRSOIS-USD-23070541,2036-12-17,CASHFLOW_USD,0.0,QL_PRICER,2026-09-21T15:00:00-04:00
2026-09-21,IRSOIS-USD-23070541,2036-12-17,DV01_USD,-15794.331643413752,QL_PRICER,2026-09-21T15:00:00-04:00
2026-09-21,IRSOIS-USD-23070541,2036-12-17,PAR_RATE,0.04588565535676407,QL_PRICER,2026-09-21T15:00:00-04:00
2026-09-21,IRSOIS-USD-23070541,2036-12-17,PV_USD,55862.293039727025,QL_PRICER,2026-09-21T15:00:00-04:00
2026-09-21,IRSOIS-USD-23076944,2036-12-21,CASHFLOW_USD,0.0,QL_PRICER,2026-09-21T15:00:00-04:00
2026-09-21,IRSOIS-USD-23076944,2036-12-21,DV01_USD,15782.39407170657,QL_PRICER,2026-09-21T15:00:00-04:00
2026-09-21,IRSOIS-USD-23076944,2036-12-21,PAR_RATE,0.04589232004363748,QL_PRICER,2026-09-21T15:00:00-04:00
2026-09-21,IRSOIS-USD-23076944,2036-12-21,PV_USD,-44978.792470718734,QL_PRICER,2026-09-21T15:00:00-04:00
2026-09-21,IRSOIS-USD-23083373,2036-12-22,CASHFLOW_USD,0.0,QL_PRICER,2026-09-21T15:00:00-04:00
2026-09-21,IRSOIS-USD-23083373,2036-12-22,DV01_USD,20477.145177431405,QL_PRICER,2026-09-21T15:00:00-04:00
2026-09-21,IRSOIS-USD-23083373,2036-12-22,PAR_RATE,0.04589321272100736,QL_PRICER,2026-09-21T15:00:00-04:00
2026-09-21,IRSOIS-USD-23083373,2036-12-22,PV_USD,1765.2102718316019,QL_PRICER,2026-09-21T15:00:00-04:00
2026-09-21,SPX Index,2026-09-21,SPOT,7764.7,BBG_BFXFORWARD,2026-09-22T11:04:45+08:00
2026-09-21,SPX/E261016C7615,2026-10-16,DELTA,0.7244608686448167,QL_OPTIONS_PRICER,2026-09-21T15:00:00-04:00
2026-09-21,SPX/E261016C7615,2026-10-16,FUTURE_PX,213.9,BBG_BDH,2026-09-21T15:00:00-04:00
2026-09-21,SPX/E261016C7615,2026-10-16,GAMMA,0.0011614640161572284,QL_OPTIONS_PRICER,2026-09-21T15:00:00-04:00
2026-09-21,SPX/E261016C7615,2026-10-16,PREMIUM,21390.00000003067,QL_OPTIONS_PRICER,2026-09-21T15:00:00-04:00
2026-09-21,SPX/E261016C7615,2026-10-16,RHO,3.7063844566891015,QL_OPTIONS_PRICER,2026-09-21T15:00:00-04:00
2026-09-21,SPX/E261016C7615,2026-10-16,THETA,-2.329705947017051,QL_OPTIONS_PRICER,2026-09-21T15:00:00-04:00
2026-09-21,SPX/E261016C7615,2026-10-16,VEGA,6.775437752407572,QL_OPTIONS_PRICER,2026-09-21T15:00:00-04:00
2026-09-21,SPX/E261016P7615,2026-10-16,DELTA,-0.257796169282565,QL_OPTIONS_PRICER,2026-09-21T15:00:00-04:00
2026-09-21,SPX/E261016P7615,2026-10-16,FUTURE_PX,41.55,BBG_BDH,2026-09-21T15:00:00-04:00
2026-09-21,SPX/E261016P7615,2026-10-16,GAMMA,0.0012280976828270705,QL_OPTIONS_PRICER,2026-09-21T15:00:00-04:00
2026-09-21,SPX/E261016P7615,2026-10-16,PREMIUM,4155.000005338858,QL_OPTIONS_PRICER,2026-09-21T15:00:00-04:00
2026-09-21,SPX/E261016P7615,2026-10-16,RHO,-1.399493092932672,QL_OPTIONS_PRICER,2026-09-21T15:00:00-04:00
2026-09-21,SPX/E261016P7615,2026-10-16,THETA,-1.5366326030879358,QL_OPTIONS_PRICER,2026-09-21T15:00:00-04:00
2026-09-21,SPX/E261016P7615,2026-10-16,VEGA,6.560137588077924,QL_OPTIONS_PRICER,2026-09-21T15:00:00-04:00
2026-09-21,USDBRL,2026-09-21,NDF_1M,5.1453,BBG_BFXFORWARD,2026-09-22T11:04:45+08:00
2026-09-21,USDBRL,2026-09-21,SPOT,5.1089,BBG_BFXFORWARD,2026-09-22T11:04:45+08:00
2026-09-21,USDBRL,2026-09-22,FWD_OUTRIGHT,5.1117,BBG_BFXFORWARD,2026-09-21T21:50:52+08:00
2026-09-21,USDBRL,2026-09-23,FWD_OUTRIGHT,5.109,BBG_BFXFORWARD,2026-09-22T11:04:45+08:00
2026-09-21,USDBRL,2026-09-24,FWD_OUTRIGHT,5.109,BBG_BFXFORWARD,2026-09-22T11:04:45+08:00
2026-09-21,USDCAD,2026-09-21,FWD_OUTRIGHT,1.4032,BBG_BFXFORWARD,2026-09-22T11:04:45+08:00
2026-09-21,USDCAD,2026-09-21,SPOT,1.4032,BBG_BFXFORWARD,2026-09-22T11:04:45+08:00
2026-09-21,USDCAD,2026-09-22,FWD_OUTRIGHT,1.4005,BBG_BFXFORWARD,2026-09-21T21:50:52+08:00
2026-09-21,USDCAD,2026-09-22,FWD_OUTRIGHT,1.4032499999999999,BBG_INTERP,2026-09-22T11:04:45+08:00
2026-09-21,USDCAD,2026-09-23,FWD_OUTRIGHT,1.4033,BBG_BFXFORWARD,2026-09-22T11:04:45+08:00
2026-09-21,USDCAD,2026-09-24,FWD_OUTRIGHT,1.4032,BBG_BFXFORWARD,2026-09-22T11:04:45+08:00
2026-09-21,USDCAD,2026-09-29,FWD_OUTRIGHT,1.4,BBG_BFXFORWARD,2026-09-21T21:50:52+08:00
2026-09-21,USDCAD,2026-10-01,FWD_OUTRIGHT,1.4027,BBG_BFXFORWARD,2026-09-22T11:04:45+08:00
2026-09-21,USDCAD,2026-10-22,FWD_OUTRIGHT,1.3984,BBG_BFXFORWARD,2026-09-21T21:50:52+08:00
2026-09-21,USDCAD,2026-10-23,FWD_OUTRIGHT,1.4012,BBG_BFXFORWARD,2026-09-22T11:04:45+08:00
2026-09-21,USDCAD,2026-11-23,FWD_OUTRIGHT,1.399,BBG_BFXFORWARD,2026-09-22T11:04:45+08:00
2026-09-21,USDCAD,2026-12-22,FWD_OUTRIGHT,1.3942,BBG_BFXFORWARD,2026-09-21T21:50:52+08:00
2026-09-21,USDCAD,2026-12-23,FWD_OUTRIGHT,1.397,BBG_BFXFORWARD,2026-09-22T11:04:45+08:00
2026-09-21,USDCAD,2027-01-22,FWD_OUTRIGHT,1.392,BBG_BFXFORWARD,2026-09-21T21:50:52+08:00
2026-09-21,USDCAD,2027-01-25,FWD_OUTRIGHT,1.3946,BBG_BFXFORWARD,2026-09-22T11:04:45+08:00
2026-09-21,USDCAD,2027-02-22,FWD_OUTRIGHT,1.39,BBG_BFXFORWARD,2026-09-21T21:50:52+08:00
2026-09-21,USDCAD,2027-02-23,FWD_OUTRIGHT,1.3927,BBG_BFXFORWARD,2026-09-22T11:04:45+08:00
2026-09-21,USDCAD,2027-03-22,FWD_OUTRIGHT,1.3883,BBG_BFXFORWARD,2026-09-21T21:50:52+08:00
2026-09-21,USDCAD,2027-03-23,FWD_OUTRIGHT,1.3909,BBG_BFXFORWARD,2026-09-22T11:04:45+08:00
2026-09-21,USDCAD,2027-06-22,FWD_OUTRIGHT,1.3827,BBG_BFXFORWARD,2026-09-21T21:50:52+08:00
2026-09-21,USDCAD,2027-06-23,FWD_OUTRIGHT,1.3852,BBG_BFXFORWARD,2026-09-22T11:04:45+08:00
2026-09-21,USDCAD,2027-09-22,FWD_OUTRIGHT,1.3775,BBG_BFXFORWARD,2026-09-21T21:50:52+08:00
2026-09-21,USDCAD,2027-09-23,FWD_OUTRIGHT,1.3799,BBG_BFXFORWARD,2026-09-22T11:04:45+08:00
2026-09-21,USDCAD,2027-12-22,FWD_OUTRIGHT,1.3728,BBG_BFXFORWARD,2026-09-21T21:50:52+08:00
2026-09-21,USDCAD,2027-12-23,FWD_OUTRIGHT,1.3752,BBG_BFXFORWARD,2026-09-22T11:04:45+08:00
2026-09-21,USDCAD,2028-03-22,FWD_OUTRIGHT,1.3684,BBG_BFXFORWARD,2026-09-21T21:50:52+08:00
2026-09-21,USDCAD,2028-03-23,FWD_OUTRIGHT,1.3706,BBG_BFXFORWARD,2026-09-22T11:04:45+08:00
2026-09-21,USDCAD,2028-09-22,FWD_OUTRIGHT,1.3607,BBG_BFXFORWARD,2026-09-21T21:50:52+08:00
2026-09-21,USDCAD,2028-09-25,FWD_OUTRIGHT,1.3625,BBG_BFXFORWARD,2026-09-22T11:04:45+08:00
2026-09-21,USDCAD,2029-09-24,FWD_OUTRIGHT,1.3485,BBG_BFXFORWARD,2026-09-22T11:04:45+08:00
2026-09-21,USDCAD,2030-09-23,FWD_OUTRIGHT,1.3357,BBG_BFXFORWARD,2026-09-22T11:04:45+08:00
2026-09-21,USDCAD,2031-09-22,FWD_OUTRIGHT,1.3221,BBG_BFXFORWARD,2026-09-21T21:50:52+08:00
2026-09-21,USDCAD,2031-09-23,FWD_OUTRIGHT,1.3244,BBG_BFXFORWARD,2026-09-22T11:04:45+08:00
2026-09-21,USDCHF,2026-09-21,FWD_OUTRIGHT,0.8207,BBG_BFXFORWARD,2026-09-22T11:04:45+08:00
2026-09-21,USDCHF,2026-09-21,SPOT,0.8207,BBG_BFXFORWARD,2026-09-22T11:04:45+08:00
2026-09-21,USDCHF,2026-09-22,FWD_OUTRIGHT,0.8222,BBG_BFXFORWARD,2026-09-21T21:50:52+08:00
2026-09-21,USDCHF,2026-09-22,FWD_OUTRIGHT,0.8208,BBG_INTERP,2026-09-22T11:04:45+08:00
2026-09-21,USDCHF,2026-09-23,FWD_OUTRIGHT,0.8209,BBG_BFXFORWARD,2026-09-22T11:04:45+08:00
2026-09-21,USDCHF,2026-09-24,FWD_OUTRIGHT,0.8208,BBG_BFXFORWARD,2026-09-22T11:04:45+08:00
2026-09-21,USDCHF,2026-09-25,FWD_OUTRIGHT,0.8207,BBG_BFXFORWARD,2026-09-22T11:04:45+08:00
2026-09-21,USDCHF,2026-09-30,FWD_OUTRIGHT,0.8213,BBG_BFXFORWARD,2026-09-21T21:50:52+08:00
2026-09-21,USDCHF,2026-10-01,FWD_OUTRIGHT,0.8201,BBG_BFXFORWARD,2026-09-22T11:04:45+08:00
2026-09-21,USDCHF,2026-10-15,FWD_OUTRIGHT,0.818756,BBG_INTERP,2026-09-22T11:04:45+08:00
2026-09-21,USDCHF,2026-10-19,FWD_OUTRIGHT,0.818372,BBG_INTERP,2026-09-22T11:04:45+08:00
2026-09-21,USDCHF,2026-10-23,FWD_OUTRIGHT,0.8192,BBG_BFXFORWARD,2026-09-21T21:50:52+08:00
2026-09-21,USDCHF,2026-10-26,FWD_OUTRIGHT,0.8177,BBG_BFXFORWARD,2026-09-22T11:04:45+08:00
2026-09-21,USDCHF,2026-11-23,FWD_OUTRIGHT,0.8162,BBG_BFXFORWARD,2026-09-21T21:50:52+08:00
2026-09-21,USDCHF,2026-11-24,FWD_OUTRIGHT,0.815,BBG_BFXFORWARD,2026-09-22T11:04:45+08:00
2026-09-21,USDCHF,2026-12-23,FWD_OUTRIGHT,0.8133,BBG_BFXFORWARD,2026-09-21T21:50:52+08:00
2026-09-21,USDCHF,2026-12-24,FWD_OUTRIGHT,0.8121,BBG_BFXFORWARD,2026-09-22T11:04:45+08:00
2026-09-21,USDCHF,2027-01-25,FWD_OUTRIGHT,0.8088,BBG_BFXFORWARD,2026-09-22T11:04:45+08:00
2026-09-21,USDCHF,2027-02-23,FWD_OUTRIGHT,0.8071,BBG_BFXFORWARD,2026-09-21T21:50:52+08:00
2026-09-21,USDCHF,2027-02-24,FWD_OUTRIGHT,0.8058,BBG_BFXFORWARD,2026-09-22T11:04:45+08:00
2026-09-21,USDCHF,2027-03-23,FWD_OUTRIGHT,0.8043,BBG_BFXFORWARD,2026-09-21T21:50:52+08:00
2026-09-21,USDCHF,2027-03-24,FWD_OUTRIGHT,0.8031,BBG_BFXFORWARD,2026-09-22T11:04:45+08:00
2026-09-21,USDCHF,2027-06-23,FWD_OUTRIGHT,0.7953,BBG_BFXFORWARD,2026-09-21T21:50:52+08:00
2026-09-21,USDCHF,2027-06-24,FWD_OUTRIGHT,0.794,BBG_BFXFORWARD,2026-09-22T11:04:45+08:00
2026-09-21,USDCHF,2027-09-23,FWD_OUTRIGHT,0.7865,BBG_BFXFORWARD,2026-09-21T21:50:52+08:00
2026-09-21,USDCHF,2027-09-24,FWD_OUTRIGHT,0.7852,BBG_BFXFORWARD,2026-09-22T11:04:45+08:00
2026-09-21,USDCHF,2027-12-23,FWD_OUTRIGHT,0.778,BBG_BFXFORWARD,2026-09-21T21:50:52+08:00
2026-09-21,USDCHF,2027-12-24,FWD_OUTRIGHT,0.7768,BBG_BFXFORWARD,2026-09-22T11:04:45+08:00
2026-09-21,USDCHF,2028-03-23,FWD_OUTRIGHT,0.77,BBG_BFXFORWARD,2026-09-21T21:50:52+08:00
2026-09-21,USDCHF,2028-03-24,FWD_OUTRIGHT,0.7686,BBG_BFXFORWARD,2026-09-22T11:04:45+08:00
2026-09-21,USDCHF,2028-09-25,FWD_OUTRIGHT,0.7529,BBG_BFXFORWARD,2026-09-22T11:04:45+08:00
2026-09-21,USDCHF,2029-09-24,FWD_OUTRIGHT,0.7239,BBG_BFXFORWARD,2026-09-22T11:04:45+08:00
2026-09-21,USDCHF,2030-09-23,FWD_OUTRIGHT,0.6981,BBG_BFXFORWARD,2026-09-21T21:50:52+08:00
2026-09-21,USDCHF,2030-09-24,FWD_OUTRIGHT,0.697,BBG_BFXFORWARD,2026-09-22T11:04:45+08:00
2026-09-21,USDCHF,2031-09-23,FWD_OUTRIGHT,0.6723,BBG_BFXFORWARD,2026-09-21T21:50:52+08:00
2026-09-21,USDCHF,2031-09-24,FWD_OUTRIGHT,0.6715,BBG_BFXFORWARD,2026-09-22T11:04:45+08:00
2026-09-21,USDCHF101526C-199336383,2026-10-15,DELTA,0.6627414733693965,QL_OPTIONS_PRICER,2026-09-21T15:00:00-04:00
2026-09-21,USDCHF101526C-199336383,2026-10-15,GAMMA,27.140285785967787,QL_OPTIONS_PRICER,2026-09-21T15:00:00-04:00
2026-09-21,USDCHF101526C-199336383,2026-10-15,PREMIUM,0.01037483987146707,QL_OPTIONS_PRICER,2026-09-21T15:00:00-04:00
2026-09-21,USDCHF101526C-199336383,2026-10-15,RHO,0.0003531144412244355,QL_OPTIONS_PRICER,2026-09-21T15:00:00-04:00
2026-09-21,USDCHF101526C-199336383,2026-10-15,THETA,-4.195709410649311e-05,QL_OPTIONS_PRICER,2026-09-21T15:00:00-04:00
2026-09-21,USDCHF101526C-199336383,2026-10-15,VEGA,0.0007707288512945094,QL_OPTIONS_PRICER,2026-09-21T15:00:00-04:00
2026-09-21,USDCHF101526C-199401160,2026-10-15,DELTA,0.5948064353816186,QL_OPTIONS_PRICER,2026-09-21T15:00:00-04:00
2026-09-21,USDCHF101526C-199401160,2026-10-15,GAMMA,29.70495263710743,QL_OPTIONS_PRICER,2026-09-21T15:00:00-04:00
2026-09-21,USDCHF101526C-199401160,2026-10-15,PREMIUM,0.008328004631697509,QL_OPTIONS_PRICER,2026-09-21T15:00:00-04:00
2026-09-21,USDCHF101526C-199401160,2026-10-15,RHO,0.0003164862562957518,QL_OPTIONS_PRICER,2026-09-21T15:00:00-04:00
2026-09-21,USDCHF101526C-199401160,2026-10-15,THETA,-5.140264053781095e-05,QL_OPTIONS_PRICER,2026-09-21T15:00:00-04:00
2026-09-21,USDCHF101526C-199401160,2026-10-15,VEGA,0.0008035658675196021,QL_OPTIONS_PRICER,2026-09-21T15:00:00-04:00
2026-09-21,USDCHF101526P-199336382,2026-10-15,DELTA,-0.3346683986102652,QL_OPTIONS_PRICER,2026-09-21T15:00:00-04:00
2026-09-21,USDCHF101526P-199336382,2026-10-15,GAMMA,27.140285785967787,QL_OPTIONS_PRICER,2026-09-21T15:00:00-04:00
2026-09-21,USDCHF101526P-199336382,2026-10-15,PREMIUM,0.0036364355890450995,QL_OPTIONS_PRICER,2026-09-21T15:00:00-04:00
2026-09-21,USDCHF101526P-199336382,2026-10-15,RHO,-0.00018311838214544866,QL_OPTIONS_PRICER,2026-09-21T15:00:00-04:00
2026-09-21,USDCHF101526P-199336382,2026-10-15,THETA,-0.00013154801680140624,QL_OPTIONS_PRICER,2026-09-21T15:00:00-04:00
2026-09-21,USDCHF101526P-199336382,2026-10-15,VEGA,0.0007707288512945094,QL_OPTIONS_PRICER,2026-09-21T15:00:00-04:00
2026-09-21,USDCHF101526P-199401210,2026-10-15,DELTA,-0.40260446579320375,QL_OPTIONS_PRICER,2026-09-21T15:00:00-04:00
2026-09-21,USDCHF101526P-199401210,2026-10-15,GAMMA,29.70495263710743,QL_OPTIONS_PRICER,2026-09-21T15:00:00-04:00
2026-09-21,USDCHF101526P-199401210,2026-10-15,PREMIUM,0.0046057308005516395,QL_OPTIONS_PRICER,2026-09-21T15:00:00-04:00
2026-09-21,USDCHF101526P-199401210,2026-10-15,RHO,-0.00021974624110323134,QL_OPTIONS_PRICER,2026-09-21T15:00:00-04:00
2026-09-21,USDCHF101526P-199401210,2026-10-15,THETA,-0.0001406683483572454,QL_OPTIONS_PRICER,2026-09-21T15:00:00-04:00
2026-09-21,USDCHF101526P-199401210,2026-10-15,VEGA,0.0008035658675196021,QL_OPTIONS_PRICER,2026-09-21T15:00:00-04:00
2026-09-21,USDCHF101926C-199095096,2026-10-15,DELTA,0.5948064353816186,QL_OPTIONS_PRICER,2026-09-21T15:00:00-04:00
2026-09-21,USDCHF101926C-199095096,2026-10-15,GAMMA,29.70495263710743,QL_OPTIONS_PRICER,2026-09-21T15:00:00-04:00
2026-09-21,USDCHF101926C-199095096,2026-10-15,PREMIUM,0.008328004631697509,QL_OPTIONS_PRICER,2026-09-21T15:00:00-04:00
2026-09-21,USDCHF101926C-199095096,2026-10-15,RHO,0.0003164862562957518,QL_OPTIONS_PRICER,2026-09-21T15:00:00-04:00
2026-09-21,USDCHF101926C-199095096,2026-10-15,THETA,-5.140264053781095e-05,QL_OPTIONS_PRICER,2026-09-21T15:00:00-04:00
2026-09-21,USDCHF101926C-199095096,2026-10-15,VEGA,0.0008035658675196021,QL_OPTIONS_PRICER,2026-09-21T15:00:00-04:00
2026-09-21,USDCHF101926P-199095154,2026-10-15,DELTA,-0.40260446579320375,QL_OPTIONS_PRICER,2026-09-21T15:00:00-04:00
2026-09-21,USDCHF101926P-199095154,2026-10-15,GAMMA,29.70495263710743,QL_OPTIONS_PRICER,2026-09-21T15:00:00-04:00
2026-09-21,USDCHF101926P-199095154,2026-10-15,PREMIUM,0.0046057308005516395,QL_OPTIONS_PRICER,2026-09-21T15:00:00-04:00
2026-09-21,USDCHF101926P-199095154,2026-10-15,RHO,-0.00021974624110323134,QL_OPTIONS_PRICER,2026-09-21T15:00:00-04:00
2026-09-21,USDCHF101926P-199095154,2026-10-15,THETA,-0.0001406683483572454,QL_OPTIONS_PRICER,2026-09-21T15:00:00-04:00
2026-09-21,USDCHF101926P-199095154,2026-10-15,VEGA,0.0008035658675196021,QL_OPTIONS_PRICER,2026-09-21T15:00:00-04:00
2026-09-21,USDCNH,2026-09-21,SPOT,6.6966,BBG_BFXFORWARD,2026-09-22T11:04:45+08:00
2026-09-21,USDCNH,2026-09-22,FWD_OUTRIGHT,6.6937,BBG_BFXFORWARD,2026-09-21T21:50:52+08:00
2026-09-21,USDCNH,2026-09-23,FWD_OUTRIGHT,6.6977,BBG_BFXFORWARD,2026-09-22T11:04:45+08:00
2026-09-21,USDCNH,2026-09-24,FWD_OUTRIGHT,6.6972,BBG_BFXFORWARD,2026-09-22T11:04:45+08:00
2026-09-21,USDCNH,2026-09-28,FWD_OUTRIGHT,6.6944,BBG_BFXFORWARD,2026-09-22T11:04:45+08:00
2026-09-21,USDCNH,2026-09-30,FWD_OUTRIGHT,6.689,BBG_BFXFORWARD,2026-09-21T21:50:52+08:00
2026-09-21,USDCNH,2026-10-08,FWD_OUTRIGHT,6.689,BBG_BFXFORWARD,2026-09-22T11:04:45+08:00
2026-09-21,USDCNH,2026-10-23,FWD_OUTRIGHT,6.6771,BBG_BFXFORWARD,2026-09-21T21:50:52+08:00
2026-09-21,USDCNH,2026-10-26,FWD_OUTRIGHT,6.6797,BBG_BFXFORWARD,2026-09-22T11:04:45+08:00
2026-09-21,USDCNH,2026-11-23,FWD_OUTRIGHT,6.6609,BBG_BFXFORWARD,2026-09-21T21:50:52+08:00
2026-09-21,USDCNH,2026-11-24,FWD_OUTRIGHT,6.6644,BBG_BFXFORWARD,2026-09-22T11:04:45+08:00
2026-09-21,USDCNH,2026-12-23,FWD_OUTRIGHT,6.6451,BBG_BFXFORWARD,2026-09-21T21:50:52+08:00
2026-09-21,USDCNH,2026-12-24,FWD_OUTRIGHT,6.6483,BBG_BFXFORWARD,2026-09-22T11:04:45+08:00
2026-09-21,USDCNH,2027-01-25,FWD_OUTRIGHT,6.6307,BBG_BFXFORWARD,2026-09-22T11:04:45+08:00
2026-09-21,USDCNH,2027-02-23,FWD_OUTRIGHT,6.611,BBG_BFXFORWARD,2026-09-21T21:50:52+08:00
2026-09-21,USDCNH,2027-02-24,FWD_OUTRIGHT,6.614,BBG_BFXFORWARD,2026-09-22T11:04:45+08:00
2026-09-21,USDCNH,2027-03-23,FWD_OUTRIGHT,6.5953,BBG_BFXFORWARD,2026-09-21T21:50:52+08:00
2026-09-21,USDCNH,2027-03-24,FWD_OUTRIGHT,6.5983,BBG_BFXFORWARD,2026-09-22T11:04:45+08:00
2026-09-21,USDCNH,2027-06-23,FWD_OUTRIGHT,6.5418,BBG_BFXFORWARD,2026-09-21T21:50:52+08:00
2026-09-21,USDCNH,2027-06-24,FWD_OUTRIGHT,6.5444,BBG_BFXFORWARD,2026-09-22T11:04:45+08:00
2026-09-21,USDCNH,2027-09-23,FWD_OUTRIGHT,6.4863,BBG_BFXFORWARD,2026-09-21T21:50:52+08:00
2026-09-21,USDCNH,2027-09-24,FWD_OUTRIGHT,6.4889,BBG_BFXFORWARD,2026-09-22T11:04:45+08:00
2026-09-21,USDCNH,2027-12-23,FWD_OUTRIGHT,6.431,BBG_BFXFORWARD,2026-09-21T21:50:52+08:00
2026-09-21,USDCNH,2027-12-24,FWD_OUTRIGHT,6.4348,BBG_BFXFORWARD,2026-09-22T11:04:45+08:00
2026-09-21,USDCNH,2028-03-23,FWD_OUTRIGHT,6.3759,BBG_BFXFORWARD,2026-09-21T21:50:52+08:00
2026-09-21,USDCNH,2028-03-24,FWD_OUTRIGHT,6.378,BBG_BFXFORWARD,2026-09-22T11:04:45+08:00
2026-09-21,USDCNH,2028-09-25,FWD_OUTRIGHT,6.2671,BBG_BFXFORWARD,2026-09-22T11:04:45+08:00
2026-09-21,USDCNH,2029-09-25,FWD_OUTRIGHT,6.0615,BBG_BFXFORWARD,2026-09-22T11:04:45+08:00
2026-09-21,USDCNH,2030-09-23,FWD_OUTRIGHT,5.8672,BBG_BFXFORWARD,2026-09-21T21:50:52+08:00
2026-09-21,USDCNH,2030-09-24,FWD_OUTRIGHT,5.872,BBG_BFXFORWARD,2026-09-22T11:04:45+08:00
2026-09-21,USDCNH,2031-09-23,FWD_OUTRIGHT,5.6766,BBG_BFXFORWARD,2026-09-21T21:50:52+08:00
2026-09-21,USDCNH,2031-09-24,FWD_OUTRIGHT,5.6835,BBG_BFXFORWARD,2026-09-22T11:04:45+08:00
2026-09-21,USDIDR,2026-09-21,FWD_OUTRIGHT,17895.0,BBG_BFXFORWARD,2026-09-22T11:04:45+08:00
2026-09-21,USDIDR,2026-09-21,NDF_1M,17933.0,BBG_BFXFORWARD,2026-09-22T11:04:45+08:00
2026-09-21,USDIDR,2026-09-21,SPOT,17895.0,BBG_BFXFORWARD,2026-09-22T11:04:45+08:00
2026-09-21,USDIDR,2026-09-22,FWD_OUTRIGHT,17837.5,BBG_BFXFORWARD,2026-09-21T21:50:52+08:00
2026-09-21,USDIDR,2026-09-23,FWD_OUTRIGHT,17895.0,BBG_BFXFORWARD,2026-09-22T11:04:45+08:00
2026-09-21,USDIDR,2026-09-24,FWD_OUTRIGHT,17895.0,BBG_BFXFORWARD,2026-09-22T11:04:45+08:00
2026-09-21,USDIDR,2026-09-25,FWD_OUTRIGHT,17896.269,BBG_BFXFORWARD,2026-09-22T11:04:45+08:00
2026-09-21,USDIDR,2026-09-30,FWD_OUTRIGHT,17846.38,BBG_BFXFORWARD,2026-09-21T21:50:52+08:00
2026-09-21,USDIDR,2026-10-01,FWD_OUTRIGHT,17903.88,BBG_BFXFORWARD,2026-09-22T11:04:45+08:00
2026-09-21,USDIDR,2026-10-23,FWD_OUTRIGHT,17869.0,BBG_BFXFORWARD,2026-09-21T21:50:52+08:00
2026-09-21,USDIDR,2026-10-26,FWD_OUTRIGHT,17926.5,BBG_BFXFORWARD,2026-09-22T11:04:45+08:00
2026-09-21,USDIDR,2026-11-23,FWD_OUTRIGHT,17896.75,BBG_BFXFORWARD,2026-09-21T21:50:52+08:00
2026-09-21,USDIDR,2026-11-24,FWD_OUTRIGHT,17954.25,BBG_BFXFORWARD,2026-09-22T11:04:45+08:00
2026-09-21,USDIDR,2026-12-23,FWD_OUTRIGHT,17923.75,BBG_BFXFORWARD,2026-09-21T21:50:52+08:00
2026-09-21,USDIDR,2026-12-28,FWD_OUTRIGHT,17981.25,BBG_BFXFORWARD,2026-09-22T11:04:45+08:00
2026-09-21,USDIDR,2027-01-25,FWD_OUTRIGHT,18011.366,BBG_BFXFORWARD,2026-09-22T11:04:45+08:00
2026-09-21,USDIDR,2027-02-23,FWD_OUTRIGHT,17987.472,BBG_BFXFORWARD,2026-09-21T21:50:52+08:00
2026-09-21,USDIDR,2027-02-24,FWD_OUTRIGHT,18043.634,BBG_BFXFORWARD,2026-09-22T11:04:45+08:00
2026-09-21,USDIDR,2027-03-23,FWD_OUTRIGHT,18016.25,BBG_BFXFORWARD,2026-09-21T21:50:52+08:00
2026-09-21,USDIDR,2027-03-24,FWD_OUTRIGHT,18073.75,BBG_BFXFORWARD,2026-09-22T11:04:45+08:00
2026-09-21,USDIDR,2027-06-23,FWD_OUTRIGHT,18085.625,BBG_BFXFORWARD,2026-09-21T21:50:52+08:00
2026-09-21,USDIDR,2027-06-24,FWD_OUTRIGHT,18143.125,BBG_BFXFORWARD,2026-09-22T11:04:45+08:00
2026-09-21,USDIDR,2027-09-23,FWD_OUTRIGHT,18155.0,BBG_BFXFORWARD,2026-09-21T21:50:52+08:00
2026-09-21,USDIDR,2027-09-24,FWD_OUTRIGHT,18212.5,BBG_BFXFORWARD,2026-09-22T11:04:45+08:00
2026-09-21,USDJPY,2026-09-21,SPOT,157.51,BBG_BFXFORWARD,2026-09-22T11:04:45+08:00
2026-09-21,USDJPY,2026-09-24,FWD_OUTRIGHT,157.567,BBG_BFXFORWARD,2026-09-22T11:04:45+08:00
2026-09-21,USDJPY,2026-09-25,FWD_OUTRIGHT,157.5274,BBG_BFXFORWARD,2026-09-22T11:04:45+08:00
