as_of_date,instrument_id,settle_date,mark_type,value,source,snapped_at
2026-08-26,USDKRW,2026-09-28,FWD_OUTRIGHT,1384.3799999999999,BBG_INTERP,2026-08-26T17:00:00-04:00
2026-08-26,USDMXN,2026-08-26,SPOT,16.9574,BBG_BFXFORWARD,2026-08-26T17:00:00-04:00
2026-08-26,USDMXN,2026-09-17,FWD_OUTRIGHT,16.984976470588236,BBG_INTERP,2026-08-26T17:00:00-04:00
2026-08-26,USDNOK,2026-08-26,SPOT,9.3532,BBG_BFXFORWARD,2026-08-26T17:00:00-04:00
2026-08-26,USDNOK,2026-09-16,FWD_OUTRIGHT,9.35562788235294,BBG_INTERP,2026-08-26T17:00:00-04:00
2026-08-26,USDNOK,2026-09-21,FWD_OUTRIGHT,9.356243764705882,BBG_INTERP,2026-08-26T17:00:00-04:00
2026-08-26,USDSEK,2026-08-26,SPOT,9.5324,BBG_BFXFORWARD,2026-08-26T17:00:00-04:00
2026-08-26,USDSEK,2026-09-16,FWD_OUTRIGHT,9.522450882352942,BBG_INTERP,2026-08-26T17:00:00-04:00
2026-08-26,USDSGD,2026-08-26,SPOT,1.2719,BBG_BFXFORWARD,2026-08-26T17:00:00-04:00
2026-08-26,USDSGD,2026-09-16,FWD_OUTRIGHT,1.270281588235294,BBG_INTERP,2026-08-26T17:00:00-04:00
2026-08-26,USDTRY,2026-08-26,SPOT,48.1111,BBG_BFXFORWARD,2026-08-26T17:00:00-04:00
2026-08-26,USDTRY,2026-09-16,FWD_OUTRIGHT,48.84803333333333,BBG_INTERP,2026-08-26T17:00:00-04:00
2026-08-26,USDTWD,2026-08-26,SPOT,31.824,BBG_BFXFORWARD,2026-08-26T17:00:00-04:00
2026-08-26,USDZAR,2026-08-26,SPOT,15.96,BBG_BFXFORWARD,2026-08-26T17:00:00-04:00
2026-08-26,USDZAR,2026-09-16,FWD_OUTRIGHT,15.981152941176472,BBG_INTERP,2026-08-26T17:00:00-04:00
2026-08-26,XAUUSD,2026-08-26,SPOT,4591.07,BBG_BFXFORWARD,2026-08-26T17:00:00-04:00
2026-08-27,AUDUSD,2026-08-27,SPOT,0.7194,BBG_BFXFORWARD,2026-08-27T17:00:00-04:00
2026-08-27,AUDUSD,2026-09-16,FWD_OUTRIGHT,0.71922525,BBG_INTERP,2026-08-27T17:00:00-04:00
2026-08-27,AUDUSD,2026-09-24,FWD_OUTRIGHT,0.7191382500000001,BBG_INTERP,2026-08-27T17:00:00-04:00
2026-08-27,AUDUSD,2026-09-28,FWD_OUTRIGHT,0.7190947500000001,BBG_INTERP,2026-08-27T17:00:00-04:00
2026-08-27,ESU6 Index,2026-09-18,FUTURE_PX,7742.5,BBG_BDH,2026-08-27T17:00:00-04:00
2026-08-27,EURSEK,2026-08-27,SPOT,11.0894,BBG_BFXFORWARD,2026-08-27T17:00:00-04:00
2026-08-27,EURSEK,2026-09-25,FWD_OUTRIGHT,11.0847114375,BBG_INTERP,2026-08-27T17:00:00-04:00
2026-08-27,EURSEK,2026-11-25,FWD_OUTRIGHT,11.072960548387096,BBG_INTERP,2026-08-27T17:00:00-04:00
2026-08-27,EURSEK,2026-11-27,FWD_OUTRIGHT,11.072591129032258,BBG_INTERP,2026-08-27T17:00:00-04:00
2026-08-27,EURUSD,2026-08-27,SPOT,1.1653,BBG_BFXFORWARD,2026-08-27T17:00:00-04:00
2026-08-27,EURUSD,2026-08-28,FWD_OUTRIGHT,1.1653,BBG_INTERP,2026-08-27T17:00:00-04:00
2026-08-27,EURUSD,2026-09-16,FWD_OUTRIGHT,1.166042,BBG_INTERP,2026-08-27T17:00:00-04:00
2026-08-27,EURUSD,2026-09-24,FWD_OUTRIGHT,1.1663780000000001,BBG_INTERP,2026-08-27T17:00:00-04:00
2026-08-27,GBPUSD,2026-08-27,SPOT,1.3593,BBG_BFXFORWARD,2026-08-27T17:00:00-04:00
2026-08-27,GBPUSD,2026-09-16,FWD_OUTRIGHT,1.3592763749999999,BBG_INTERP,2026-08-27T17:00:00-04:00
2026-08-27,USDBRL,2026-08-27,SPOT,5.1613,BBG_BFXFORWARD,2026-08-27T17:00:00-04:00
2026-08-27,USDCAD,2026-08-27,SPOT,1.3855,BBG_BFXFORWARD,2026-08-27T17:00:00-04:00
2026-08-27,USDCAD,2026-08-28,FWD_OUTRIGHT,1.3855,BBG_INTERP,2026-08-27T17:00:00-04:00
2026-08-27,USDCAD,2026-09-16,FWD_OUTRIGHT,1.3843661176470587,BBG_INTERP,2026-08-27T17:00:00-04:00
2026-08-27,USDCHF,2026-08-27,SPOT,0.8042,BBG_BFXFORWARD,2026-08-27T17:00:00-04:00
2026-08-27,USDCHF,2026-09-16,FWD_OUTRIGHT,0.8028085,BBG_INTERP,2026-08-27T17:00:00-04:00
2026-08-27,USDHKD,2026-08-27,SPOT,7.8386,BBG_BFXFORWARD,2026-08-27T17:00:00-04:00
2026-08-27,USDHKD,2026-09-08,FWD_OUTRIGHT,7.837425,BBG_INTERP,2026-08-27T17:00:00-04:00
2026-08-27,USDIDR,2026-08-27,SPOT,17726.0,BBG_BFXFORWARD,2026-08-27T17:00:00-04:00
2026-08-27,USDJPY,2026-08-27,SPOT,159.39,BBG_BFXFORWARD,2026-08-27T17:00:00-04:00
2026-08-27,USDJPY,2026-08-31,FWD_OUTRIGHT,159.39,BBG_INTERP,2026-08-27T17:00:00-04:00
2026-08-27,USDJPY,2026-09-16,FWD_OUTRIGHT,159.192525,BBG_INTERP,2026-08-27T17:00:00-04:00
2026-08-27,USDKRW,2026-08-27,SPOT,1382.0,BBG_BFXFORWARD,2026-08-27T17:00:00-04:00
2026-08-27,USDKRW,2026-09-16,FWD_OUTRIGHT,1381.9727272727273,BBG_INTERP,2026-08-27T17:00:00-04:00
2026-08-27,USDKRW,2026-09-21,FWD_OUTRIGHT,1381.8931818181818,BBG_INTERP,2026-08-27T17:00:00-04:00
2026-08-27,USDKRW,2026-09-28,FWD_OUTRIGHT,1381.7818181818182,BBG_INTERP,2026-08-27T17:00:00-04:00
2026-08-27,USDMXN,2026-08-27,SPOT,16.9769,BBG_BFXFORWARD,2026-08-27T17:00:00-04:00
2026-08-27,USDMXN,2026-09-17,FWD_OUTRIGHT,17.00020625,BBG_INTERP,2026-08-27T17:00:00-04:00
2026-08-27,USDNOK,2026-08-27,SPOT,9.3231,BBG_BFXFORWARD,2026-08-27T17:00:00-04:00
2026-08-27,USDNOK,2026-09-16,FWD_OUTRIGHT,9.325177,BBG_INTERP,2026-08-27T17:00:00-04:00
2026-08-27,USDNOK,2026-09-21,FWD_OUTRIGHT,9.325822,BBG_INTERP,2026-08-27T17:00:00-04:00
2026-08-27,USDSEK,2026-08-27,SPOT,9.5181,BBG_BFXFORWARD,2026-08-27T17:00:00-04:00
2026-08-27,USDSEK,2026-09-16,FWD_OUTRIGHT,9.50972475,BBG_INTERP,2026-08-27T17:00:00-04:00
2026-08-27,USDSGD,2026-08-27,SPOT,1.2713,BBG_BFXFORWARD,2026-08-27T17:00:00-04:00
2026-08-27,USDSGD,2026-09-16,FWD_OUTRIGHT,1.269960625,BBG_INTERP,2026-08-27T17:00:00-04:00
2026-08-27,USDTRY,2026-08-27,SPOT,48.1274,BBG_BFXFORWARD,2026-08-27T17:00:00-04:00
2026-08-27,USDTRY,2026-09-16,FWD_OUTRIGHT,48.84594117647059,BBG_INTERP,2026-08-27T17:00:00-04:00
2026-08-27,USDTWD,2026-08-27,SPOT,31.698,BBG_BFXFORWARD,2026-08-27T17:00:00-04:00
2026-08-27,USDZAR,2026-08-27,SPOT,15.9981,BBG_BFXFORWARD,2026-08-27T17:00:00-04:00
2026-08-27,USDZAR,2026-09-16,FWD_OUTRIGHT,16.0154125,BBG_INTERP,2026-08-27T17:00:00-04:00
2026-08-27,XAUUSD,2026-08-27,SPOT,4599.15,BBG_BFXFORWARD,2026-08-27T17:00:00-04:00
2026-08-28,AUDUSD,2026-08-28,SPOT,0.7164,BBG_BFXFORWARD,2026-08-28T17:00:00-04:00
2026-08-28,AUDUSD,2026-09-16,FWD_OUTRIGHT,0.7162288125,BBG_INTERP,2026-08-28T17:00:00-04:00
2026-08-28,AUDUSD,2026-09-24,FWD_OUTRIGHT,0.7161473125000001,BBG_INTERP,2026-08-28T17:00:00-04:00
2026-08-28,AUDUSD,2026-09-28,FWD_OUTRIGHT,0.7161065625,BBG_INTERP,2026-08-28T17:00:00-04:00
2026-08-28,ESU6 Index,2026-09-18,FUTURE_PX,7722.0,BBG_BDH,2026-08-28T17:00:00-04:00
2026-08-28,EURSEK,2026-08-28,SPOT,11.1286,BBG_BFXFORWARD,2026-08-28T17:00:00-04:00
2026-08-28,EURSEK,2026-09-25,FWD_OUTRIGHT,11.124236625000002,BBG_INTERP,2026-08-28T17:00:00-04:00
2026-08-28,EURSEK,2026-11-25,FWD_OUTRIGHT,11.112643172413794,BBG_INTERP,2026-08-28T17:00:00-04:00
2026-08-28,EURSEK,2026-11-27,FWD_OUTRIGHT,11.112283448275864,BBG_INTERP,2026-08-28T17:00:00-04:00
2026-08-28,EURUSD,2026-08-28,FWD_OUTRIGHT,1.1585,BBG_BFXFORWARD,2026-08-28T17:00:00-04:00
2026-08-28,EURUSD,2026-08-28,SPOT,1.1585,BBG_BFXFORWARD,2026-08-28T17:00:00-04:00
2026-08-28,EURUSD,2026-09-16,FWD_OUTRIGHT,1.1591911875,BBG_INTERP,2026-08-28T17:00:00-04:00
2026-08-28,EURUSD,2026-09-24,FWD_OUTRIGHT,1.1595446875000002,BBG_INTERP,2026-08-28T17:00:00-04:00
2026-08-28,GBPUSD,2026-08-28,SPOT,1.3538,BBG_BFXFORWARD,2026-08-28T17:00:00-04:00
2026-08-28,GBPUSD,2026-09-16,FWD_OUTRIGHT,1.3537814999999997,BBG_INTERP,2026-08-28T17:00:00-04:00
2026-08-28,USDBRL,2026-08-28,SPOT,5.1942,BBG_BFXFORWARD,2026-08-28T17:00:00-04:00
2026-08-28,USDCAD,2026-08-28,FWD_OUTRIGHT,1.3905,BBG_BFXFORWARD,2026-08-28T17:00:00-04:00
2026-08-28,USDCAD,2026-08-28,SPOT,1.3905,BBG_BFXFORWARD,2026-08-28T17:00:00-04:00
2026-08-28,USDCAD,2026-09-16,FWD_OUTRIGHT,1.3895492500000002,BBG_INTERP,2026-08-28T17:00:00-04:00
2026-08-28,USDCHF,2026-08-28,SPOT,0.8091,BBG_BFXFORWARD,2026-08-28T17:00:00-04:00
2026-08-28,USDCHF,2026-09-16,FWD_OUTRIGHT,0.8077929375,BBG_INTERP,2026-08-28T17:00:00-04:00
2026-08-28,USDHKD,2026-08-28,SPOT,7.8402,BBG_BFXFORWARD,2026-08-28T17:00:00-04:00
2026-08-28,USDHKD,2026-09-08,FWD_OUTRIGHT,7.838900000000001,BBG_INTERP,2026-08-28T17:00:00-04:00
2026-08-28,USDIDR,2026-08-28,SPOT,17692.0,BBG_BFXFORWARD,2026-08-28T17:00:00-04:00
2026-08-28,USDJPY,2026-08-28,SPOT,160.09,BBG_BFXFORWARD,2026-08-28T17:00:00-04:00
2026-08-28,USDJPY,2026-08-31,FWD_OUTRIGHT,160.09,BBG_INTERP,2026-08-28T17:00:00-04:00
2026-08-28,USDJPY,2026-09-16,FWD_OUTRIGHT,159.90435000000002,BBG_INTERP,2026-08-28T17:00:00-04:00
2026-08-28,USDKRW,2026-08-28,SPOT,1375.4,BBG_BFXFORWARD,2026-08-28T17:00:00-04:00
2026-08-28,USDKRW,2026-09-16,FWD_OUTRIGHT,1375.1652173913044,BBG_INTERP,2026-08-28T17:00:00-04:00
2026-08-28,USDKRW,2026-09-21,FWD_OUTRIGHT,1375.0934782608697,BBG_INTERP,2026-08-28T17:00:00-04:00
2026-08-28,USDKRW,2026-09-28,FWD_OUTRIGHT,1374.993043478261,BBG_INTERP,2026-08-28T17:00:00-04:00
2026-08-28,USDMXN,2026-08-28,SPOT,17.036,BBG_BFXFORWARD,2026-08-28T17:00:00-04:00
2026-08-28,USDMXN,2026-09-17,FWD_OUTRIGHT,17.057976250000003,BBG_INTERP,2026-08-28T17:00:00-04:00
2026-08-28,USDNOK,2026-08-28,SPOT,9.3731,BBG_BFXFORWARD,2026-08-28T17:00:00-04:00
2026-08-28,USDNOK,2026-09-16,FWD_OUTRIGHT,9.3750659375,BBG_INTERP,2026-08-28T17:00:00-04:00
2026-08-28,USDNOK,2026-09-21,FWD_OUTRIGHT,9.375640625,BBG_INTERP,2026-08-28T17:00:00-04:00
2026-08-28,USDSEK,2026-08-28,SPOT,9.6096,BBG_BFXFORWARD,2026-08-28T17:00:00-04:00
2026-08-28,USDSEK,2026-09-16,FWD_OUTRIGHT,9.6017530625,BBG_INTERP,2026-08-28T17:00:00-04:00
2026-08-28,USDSGD,2026-08-28,SPOT,1.2741,BBG_BFXFORWARD,2026-08-28T17:00:00-04:00
2026-08-28,USDSGD,2026-09-16,FWD_OUTRIGHT,1.2728575625,BBG_INTERP,2026-08-28T17:00:00-04:00
2026-08-28,USDTRY,2026-08-28,SPOT,48.2387,BBG_BFXFORWARD,2026-08-28T17:00:00-04:00
2026-08-28,USDTRY,2026-09-16,FWD_OUTRIGHT,48.844927999999996,BBG_INTERP,2026-08-28T17:00:00-04:00
2026-08-28,USDTWD,2026-08-28,SPOT,31.618,BBG_BFXFORWARD,2026-08-28T17:00:00-04:00
2026-08-28,USDZAR,2026-08-28,SPOT,16.1689,BBG_BFXFORWARD,2026-08-28T17:00:00-04:00
2026-08-28,USDZAR,2026-09-16,FWD_OUTRIGHT,16.18620625,BBG_INTERP,2026-08-28T17:00:00-04:00
2026-08-28,XAUUSD,2026-08-28,SPOT,4455.11,BBG_BFXFORWARD,2026-08-28T17:00:00-04:00
2026-08-31,AUDUSD,2026-08-31,SPOT,0.7167,BBG_BFXFORWARD,2026-08-31T17:00:00-04:00
2026-08-31,AUDUSD,2026-09-16,FWD_OUTRIGHT,0.716541,BBG_INTERP,2026-08-31T17:00:00-04:00
2026-08-31,AUDUSD,2026-09-24,FWD_OUTRIGHT,0.7164645000000001,BBG_INTERP,2026-08-31T17:00:00-04:00
2026-08-31,AUDUSD,2026-09-28,FWD_OUTRIGHT,0.71642625,BBG_INTERP,2026-08-31T17:00:00-04:00
2026-08-31,ESU6 Index,2026-09-18,FUTURE_PX,7699.0,BBG_BDH,2026-08-31T17:00:00-04:00
2026-08-31,EURSEK,2026-08-31,SPOT,11.1274,BBG_BFXFORWARD,2026-08-31T17:00:00-04:00
2026-08-31,EURSEK,2026-09-25,FWD_OUTRIGHT,11.1231780625,BBG_INTERP,2026-08-31T17:00:00-04:00
2026-08-31,EURSEK,2026-11-25,FWD_OUTRIGHT,11.111599,BBG_INTERP,2026-08-31T17:00:00-04:00
2026-08-31,EURSEK,2026-11-27,FWD_OUTRIGHT,11.111241,BBG_INTERP,2026-08-31T17:00:00-04:00
2026-08-31,EURUSD,2026-08-31,SPOT,1.1618,BBG_BFXFORWARD,2026-08-31T17:00:00-04:00
2026-08-31,EURUSD,2026-09-02,FWD_OUTRIGHT,1.1618,BBG_INTERP,2026-08-31T17:00:00-04:00
2026-08-31,EURUSD,2026-09-16,FWD_OUTRIGHT,1.162445,BBG_INTERP,2026-08-31T17:00:00-04:00
2026-08-31,EURUSD,2026-09-24,FWD_OUTRIGHT,1.1628005,BBG_INTERP,2026-08-31T17:00:00-04:00
2026-08-31,GBPUSD,2026-08-31,SPOT,1.3549,BBG_BFXFORWARD,2026-08-31T17:00:00-04:00
2026-08-31,GBPUSD,2026-09-16,FWD_OUTRIGHT,1.354884,BBG_INTERP,2026-08-31T17:00:00-04:00
2026-08-31,USDBRL,2026-08-31,SPOT,5.1853,BBG_BFXFORWARD,2026-08-31T17:00:00-04:00
2026-08-31,USDCAD,2026-08-31,SPOT,1.3854,BBG_BFXFORWARD,2026-08-31T17:00:00-04:00
2026-08-31,USDCAD,2026-09-16,FWD_OUTRIGHT,1.384512875,BBG_INTERP,2026-08-31T17:00:00-04:00
2026-08-31,USDCHF,2026-08-31,SPOT,0.8084,BBG_BFXFORWARD,2026-08-31T17:00:00-04:00
2026-08-31,USDCHF,2026-09-16,FWD_OUTRIGHT,0.807182,BBG_INTERP,2026-08-31T17:00:00-04:00
2026-08-31,USDHKD,2026-08-31,SPOT,7.8386,BBG_BFXFORWARD,2026-08-31T17:00:00-04:00
2026-08-31,USDHKD,2026-09-08,FWD_OUTRIGHT,7.837571428571429,BBG_INTERP,2026-08-31T17:00:00-04:00
2026-08-31,USDIDR,2026-08-31,SPOT,17720.0,BBG_BFXFORWARD,2026-08-31T17:00:00-04:00
2026-08-31,USDJPY,2026-08-31,FWD_OUTRIGHT,159.74,BBG_BFXFORWARD,2026-08-31T17:00:00-04:00
2026-08-31,USDJPY,2026-08-31,SPOT,159.74,BBG_BFXFORWARD,2026-08-31T17:00:00-04:00
2026-08-31,USDJPY,2026-09-16,FWD_OUTRIGHT,159.5678,BBG_INTERP,2026-08-31T17:00:00-04:00
2026-08-31,USDKRW,2026-08-31,SPOT,1368.4,BBG_BFXFORWARD,2026-08-31T17:00:00-04:00
2026-08-31,USDKRW,2026-09-16,FWD_OUTRIGHT,1368.2008695652175,BBG_INTERP,2026-08-31T17:00:00-04:00
2026-08-31,USDKRW,2026-09-21,FWD_OUTRIGHT,1368.1443478260871,BBG_INTERP,2026-08-31T17:00:00-04:00
2026-08-31,USDKRW,2026-09-28,FWD_OUTRIGHT,1368.0652173913043,BBG_INTERP,2026-08-31T17:00:00-04:00
2026-08-31,USDMXN,2026-08-31,SPOT,16.9973,BBG_BFXFORWARD,2026-08-31T17:00:00-04:00
2026-08-31,USDMXN,2026-09-17,FWD_OUTRIGHT,17.018384375,BBG_INTERP,2026-08-31T17:00:00-04:00
2026-08-31,USDNOK,2026-08-31,SPOT,9.3434,BBG_BFXFORWARD,2026-08-31T17:00:00-04:00
2026-08-31,USDNOK,2026-09-16,FWD_OUTRIGHT,9.345289000000001,BBG_INTERP,2026-08-31T17:00:00-04:00
2026-08-31,USDNOK,2026-09-21,FWD_OUTRIGHT,9.3458543125,BBG_INTERP,2026-08-31T17:00:00-04:00
2026-08-31,USDSEK,2026-08-31,SPOT,9.5779,BBG_BFXFORWARD,2026-08-31T17:00:00-04:00
2026-08-31,USDSEK,2026-09-16,FWD_OUTRIGHT,9.570637,BBG_INTERP,2026-08-31T17:00:00-04:00
2026-08-31,USDSGD,2026-08-31,SPOT,1.2709,BBG_BFXFORWARD,2026-08-31T17:00:00-04:00
2026-08-31,USDSGD,2026-09-16,FWD_OUTRIGHT,1.2697239999999999,BBG_INTERP,2026-08-31T17:00:00-04:00
2026-08-31,USDTRY,2026-08-31,SPOT,48.2594,BBG_BFXFORWARD,2026-08-31T17:00:00-04:00
2026-08-31,USDTRY,2026-09-16,FWD_OUTRIGHT,48.8271940625,BBG_INTERP,2026-08-31T17:00:00-04:00
2026-08-31,USDTWD,2026-08-31,SPOT,31.677,BBG_BFXFORWARD,2026-08-31T17:00:00-04:00
2026-08-31,USDZAR,2026-08-31,SPOT,16.115,BBG_BFXFORWARD,2026-08-31T17:00:00-04:00
2026-08-31,USDZAR,2026-09-16,FWD_OUTRIGHT,16.1317,BBG_INTERP,2026-08-31T17:00:00-04:00
2026-08-31,XAUUSD,2026-08-31,SPOT,4437.38,BBG_BFXFORWARD,2026-08-31T17:00:00-04:00
2026-09-01,AUDUSD,2026-09-01,SPOT,0.7145,BBG_BFXFORWARD,2026-09-01T17:00:00-04:00
2026-09-01,AUDUSD,2026-09-16,FWD_OUTRIGHT,0.7143627142857143,BBG_INTERP,2026-09-01T17:00:00-04:00
2026-09-01,AUDUSD,2026-09-24,FWD_OUTRIGHT,0.7142835555555556,BBG_INTERP,2026-09-01T17:00:00-04:00
2026-09-01,AUDUSD,2026-09-28,FWD_OUTRIGHT,0.7142444444444445,BBG_INTERP,2026-09-01T17:00:00-04:00
2026-09-01,ESU6 Index,2026-09-18,FUTURE_PX,7642.75,BBG_BDH,2026-09-01T17:00:00-04:00
2026-09-01,EURSEK,2026-09-01,SPOT,11.1468,BBG_BFXFORWARD,2026-09-01T17:00:00-04:00
2026-09-01,EURSEK,2026-09-25,FWD_OUTRIGHT,11.142750555555557,BBG_INTERP,2026-09-01T17:00:00-04:00
2026-09-01,EURSEK,2026-11-25,FWD_OUTRIGHT,11.131125,BBG_INTERP,2026-09-01T17:00:00-04:00
2026-09-01,EURSEK,2026-11-27,FWD_OUTRIGHT,11.130769,BBG_INTERP,2026-09-01T17:00:00-04:00
2026-09-01,EURUSD,2026-09-01,SPOT,1.1593,BBG_BFXFORWARD,2026-09-01T17:00:00-04:00
2026-09-01,EURUSD,2026-09-02,FWD_OUTRIGHT,1.1593,BBG_INTERP,2026-09-01T17:00:00-04:00
2026-09-01,EURUSD,2026-09-03,FWD_OUTRIGHT,1.1593,BBG_INTERP,2026-09-01T17:00:00-04:00
2026-09-01,EURUSD,2026-09-16,FWD_OUTRIGHT,1.159891,BBG_INTERP,2026-09-01T17:00:00-04:00
2026-09-01,EURUSD,2026-09-24,FWD_OUTRIGHT,1.1602502222222222,BBG_INTERP,2026-09-01T17:00:00-04:00
2026-09-01,GBPUSD,2026-09-01,SPOT,1.3516,BBG_BFXFORWARD,2026-09-01T17:00:00-04:00
2026-09-01,GBPUSD,2026-09-16,FWD_OUTRIGHT,1.3515832857142855,BBG_INTERP,2026-09-01T17:00:00-04:00
2026-09-01,USDBRL,2026-09-01,SPOT,5.1535,BBG_BFXFORWARD,2026-09-01T17:00:00-04:00
2026-09-01,USDCAD,2026-09-01,SPOT,1.3896,BBG_BFXFORWARD,2026-09-01T17:00:00-04:00
2026-09-01,USDCAD,2026-09-16,FWD_OUTRIGHT,1.3887699999999998,BBG_INTERP,2026-09-01T17:00:00-04:00
2026-09-01,USDCHF,2026-09-01,SPOT,0.8116,BBG_BFXFORWARD,2026-09-01T17:00:00-04:00
2026-09-01,USDCHF,2026-09-03,FWD_OUTRIGHT,0.8116,BBG_INTERP,2026-09-01T17:00:00-04:00
2026-09-01,USDCHF,2026-09-16,FWD_OUTRIGHT,0.810469,BBG_INTERP,2026-09-01T17:00:00-04:00
2026-09-01,USDHKD,2026-09-01,SPOT,7.841,BBG_BFXFORWARD,2026-09-01T17:00:00-04:00
2026-09-01,USDHKD,2026-09-08,FWD_OUTRIGHT,7.840032142857143,BBG_INTERP,2026-09-01T17:00:00-04:00
2026-09-01,USDIDR,2026-09-01,SPOT,17726.0,BBG_BFXFORWARD,2026-09-01T17:00:00-04:00
2026-09-01,USDJPY,2026-09-01,SPOT,160.18,BBG_BFXFORWARD,2026-09-01T17:00:00-04:00
2026-09-01,USDJPY,2026-09-03,FWD_OUTRIGHT,160.18,BBG_INTERP,2026-09-01T17:00:00-04:00
2026-09-01,USDJPY,2026-09-16,FWD_OUTRIGHT,160.02017142857144,BBG_INTERP,2026-09-01T17:00:00-04:00
2026-09-01,USDJPY,2027-03-01,FWD_OUTRIGHT,157.91805555555555,BBG_INTERP,2026-09-01T17:00:00-04:00
2026-09-01,USDJPY,2027-03-03,FWD_OUTRIGHT,157.8925,BBG_INTERP,2026-09-01T17:00:00-04:00
2026-09-01,USDKRW,2026-09-01,SPOT,1372.8,BBG_BFXFORWARD,2026-09-01T17:00:00-04:00
2026-09-01,USDKRW,2026-09-16,FWD_OUTRIGHT,1372.628,BBG_INTERP,2026-09-01T17:00:00-04:00
2026-09-01,USDKRW,2026-09-21,FWD_OUTRIGHT,1372.568,BBG_INTERP,2026-09-01T17:00:00-04:00
2026-09-01,USDKRW,2026-09-28,FWD_OUTRIGHT,1372.484,BBG_INTERP,2026-09-01T17:00:00-04:00
2026-09-01,USDMXN,2026-09-01,SPOT,16.9949,BBG_BFXFORWARD,2026-09-01T17:00:00-04:00
2026-09-01,USDMXN,2026-09-17,FWD_OUTRIGHT,17.01295,BBG_INTERP,2026-09-01T17:00:00-04:00
2026-09-01,USDNOK,2026-09-01,SPOT,9.3282,BBG_BFXFORWARD,2026-09-01T17:00:00-04:00
2026-09-01,USDNOK,2026-09-16,FWD_OUTRIGHT,9.33000442857143,BBG_INTERP,2026-09-01T17:00:00-04:00
2026-09-01,USDNOK,2026-09-21,FWD_OUTRIGHT,9.330609111111112,BBG_INTERP,2026-09-01T17:00:00-04:00
2026-09-01,USDSEK,2026-09-01,SPOT,9.6151,BBG_BFXFORWARD,2026-09-01T17:00:00-04:00
2026-09-01,USDSEK,2026-09-16,FWD_OUTRIGHT,9.608325857142857,BBG_INTERP,2026-09-01T17:00:00-04:00
2026-09-01,USDSGD,2026-09-01,SPOT,1.2732,BBG_BFXFORWARD,2026-09-01T17:00:00-04:00
2026-09-01,USDSGD,2026-09-16,FWD_OUTRIGHT,1.2721240000000003,BBG_INTERP,2026-09-01T17:00:00-04:00
2026-09-01,USDTRY,2026-09-01,SPOT,48.2902,BBG_BFXFORWARD,2026-09-01T17:00:00-04:00
2026-09-01,USDTRY,2026-09-16,FWD_OUTRIGHT,48.829668,BBG_INTERP,2026-09-01T17:00:00-04:00
2026-09-01,USDTWD,2026-09-01,SPOT,31.654,BBG_BFXFORWARD,2026-09-01T17:00:00-04:00
2026-09-01,USDZAR,2026-09-01,SPOT,16.1716,BBG_BFXFORWARD,2026-09-01T17:00:00-04:00
2026-09-01,USDZAR,2026-09-16,FWD_OUTRIGHT,16.187214285714287,BBG_INTERP,2026-09-01T17:00:00-04:00
2026-09-01,XAUUSD,2026-09-01,SPOT,4328.82,BBG_BFXFORWARD,2026-09-01T17:00:00-04:00
2026-09-02,AUDUSD,2026-09-02,SPOT,0.7169,BBG_BFXFORWARD,2026-09-02T17:00:00-04:00
2026-09-02,AUDUSD,2026-09-04,FWD_OUTRIGHT,0.7169,BBG_INTERP,2026-09-02T17:00:00-04:00
2026-09-02,AUDUSD,2026-09-16,FWD_OUTRIGHT,0.7167822857142857,BBG_INTERP,2026-09-02T17:00:00-04:00
2026-09-02,AUDUSD,2026-09-24,FWD_OUTRIGHT,0.7167041176470588,BBG_INTERP,2026-09-02T17:00:00-04:00
2026-09-02,AUDUSD,2026-09-28,FWD_OUTRIGHT,0.7166655294117646,BBG_INTERP,2026-09-02T17:00:00-04:00
2026-09-02,ESU6 Index,2026-09-18,FUTURE_PX,7676.5,BBG_BDH,2026-09-02T17:00:00-04:00
2026-09-02,EURSEK,2026-09-02,SPOT,11.1582,BBG_BFXFORWARD,2026-09-02T17:00:00-04:00
2026-09-02,EURSEK,2026-09-25,FWD_OUTRIGHT,11.15422511764706,BBG_INTERP,2026-09-02T17:00:00-04:00
2026-09-02,EURSEK,2026-11-25,FWD_OUTRIGHT,11.142587100000002,BBG_INTERP,2026-09-02T17:00:00-04:00
2026-09-02,EURSEK,2026-11-27,FWD_OUTRIGHT,11.142233966666668,BBG_INTERP,2026-09-02T17:00:00-04:00
2026-09-02,EURUSD,2026-09-02,FWD_OUTRIGHT,1.1588,BBG_BFXFORWARD,2026-09-02T17:00:00-04:00
2026-09-02,EURUSD,2026-09-02,SPOT,1.1588,BBG_BFXFORWARD,2026-09-02T17:00:00-04:00
2026-09-02,EURUSD,2026-09-03,FWD_OUTRIGHT,1.1588,BBG_INTERP,2026-09-02T17:00:00-04:00
2026-09-02,EURUSD,2026-09-16,FWD_OUTRIGHT,1.1593394285714287,BBG_INTERP,2026-09-02T17:00:00-04:00
2026-09-02,EURUSD,2026-09-24,FWD_OUTRIGHT,1.1596955294117648,BBG_INTERP,2026-09-02T17:00:00-04:00
2026-09-02,GBPUSD,2026-09-02,SPOT,1.3486,BBG_BFXFORWARD,2026-09-02T17:00:00-04:00
2026-09-02,GBPUSD,2026-09-16,FWD_OUTRIGHT,1.348584,BBG_INTERP,2026-09-02T17:00:00-04:00
