Account,ALT_SRC,Base Currency,BB Industry Group,BB Industry Sector,BB Industry Subgroup,BB_YK_IDENTIFIER,Bloomberg Identifier,Business Unit,Column 2,Cost,CounterParty,Currency,CUSIP,Desk,DTD BankDebt Interest,DTD Bond Interest P&L,DTD CDS Interest,DTD Cost TransFx,DTD Dividend Interest P&L,DTD External Financing PL,DTD FC Adjustment P&L,DTD Miscellaneous PL,DTD Non Trading PL,DTD Private Fixed Income,DTD REPO Interest,DTD Swap Interest,DTD Total P&L,DTD Total P&L %,DTD Trading P&L,End Date Accr Base Balance,End Date Accr Local Balance,End Date Dirty MV,Executing Counterparty,Financial Type,FiscalYearEndMonth,FSV LEVEL,Fund,Fund Group,Fund Group Description,Future Master Description,Fx,ID_BB_GLOBAL,ID_BB_Unique,ISIN,Issuer Name NM,Issuer Country,Issuer Region,Loan Amount,LOANXID,Local Cost,Market Value %,Market Value Base + Accrued Base Balance,Market Value Local + Accrued Local Balance,Market Value Base,Market Value Local,MTD BankDebt Interest,MTD Bond Interest P&L,MTD CDS Interest,MTD Cost TransFx,MTD Dividend Interest P&L,MTD External Financing PL,MTD FC Adjustment P&L,MTD Miscellaneous PL,MTD Non Trading PL,MTD Private Fixed Income,MTD REPO Interest,MTD Swap Interest,MTD Total P&L,MTD Total P&L %,MTD Trading P&L,NM Strategy,PB Root,PB Country,PB Country Desc,PB Description,Position,Position Block,Previous Month End Market Value Base,Previous Month End Market Value Local,Previous Year End Market Value Base,Previous Year End Market Value Local,Price,PriceSource,Primary Exchange,Prior Day NAV Estimate,Prior Month End NAV Estimate,Prior Month End Price,Prior Year End NAV Estimate,Prior Year End Price,QTD BankDebt Interest,QTD Bond Interest P&L,QTD CDS Interest,QTD Cost TransFx,QTD Dividend Interest P&L,QTD External Financing PL,QTD Miscellaneous PL,QTD Non Trading PL,QTD Private Fixed Income,QTD REPO Interest,QTD Swap Interest,QTD Total P&L,QTD Total P&L %,QTD Trading P&L,Quantity,Related Security,SEDOL,Side Pocket,Start Date Accr Base Balance,Start Date Accr Local Balance,Start Date Dirty MV,Strategy,Symbol,Symbol Description,Total Return Swap,Trade Factor,Trader Name,TRS Quantity,Ultimate Issuer Description,Ultimate Issuer,Underlying ISIN,YTD BankDebt Interest,YTD Bond Interest P&L,YTD CDS Interest,YTD Cost TransFx,YTD Dividend Interest P&L,YTD External Financing PL,YTD FC Adjustment P&L,YTD Miscellaneous PL,YTD Non Trading PL,YTD Private Fixed Income,YTD REPO Interest,YTD Swap Interest,YTD Total P&L,YTD Total P&L %,YTD Trading P&L,Unnamed: 136
BNPP-IPBFX-NMMF,420816077,USD,,,,,,NMMF,,2017578.339,PARIUK,CAD.C-CNAA,,NMCL,0,0,0,0,0,0,0,0,0,0,0,0,231.202208,-0.012015877,231.202208,0,0,-19942.2007,,FORWARD,12,,NMMF,,,,0.72069,,,,,,,0,,2799511,-0.000920273,-19942.2007,-27671,-19942.2007,-27671,0,0,0,0,0,0,0,0,0,0,0,0,-19942.2007,-0.058361221,-19942.2007,HAHY7,HAHY7,XX,,New PB,2000000,HAHY7:XXNMMFNMCL0001,0,0,0,0,1.38592,BloombergBVAL,,2149429186,2088428191,,1461916275,,0,0,0,0,0,0,0,0,0,0,0,-19942.2007,-0.013600958,-19942.2007,2000000,,,,0,0,-20173.40291,Hybrid,USDCAD091626-196996998,TD 08/07/2026 VD 09/16/2026 SELL CAD VS .BUY USD @ 1.39975550,0,1,Henry Chan,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,-19942.2007,-0.005589368,-19942.2007,
BNPP-IPBFX-NMMF,420816075,USD,,,,,,NMMF,,2017642.48,PARIUK,CAD.C-CNAA,,NMCL,0,0,0,0,0,0,0,0,0,0,0,0,231.204057,-0.012015973,231.204057,0,0,-20006.34207,,FORWARD,12,,NMMF,,,,0.72069,,,,,,,0,,2799600,-0.000923233,-20006.34207,-27760,-20006.34207,-27760,0,0,0,0,0,0,0,0,0,0,0,0,-20006.34207,-0.058548932,-20006.34207,HAHY7,HAHY7,XX,,New PB,2000000,HAHY7:XXNMMFNMCL0001,0,0,0,0,1.38592,BloombergBVAL,,2149429186,2088428191,,1461916275,,0,0,0,0,0,0,0,0,0,0,0,-20006.34207,-0.013644704,-20006.34207,2000000,,,,0,0,-20237.54613,Hybrid,USDCAD091626-196997189,TD 08/07/2026 VD 09/16/2026 SELL CAD VS .BUY USD @ 1.39980000,0,1,Henry Chan,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,-20006.34207,-0.005607345,-20006.34207,
BNPP-IPBFX-NMMF,420816079,USD,,,,,,NMMF,,2017577.762,PARIUK,CAD.C-CNAA,,NMCL,0,0,0,0,0,0,0,0,0,0,0,0,231.202192,-0.012015876,231.202192,0,0,-19941.62415,,FORWARD,12,,NMMF,,,,0.72069,,,,,,,0,,2799510.2,-0.000920246,-19941.62415,-27670.2,-19941.62415,-27670.2,0,0,0,0,0,0,0,0,0,0,0,0,-19941.62415,-0.058359534,-19941.62415,HAHY7,HAHY7,XX,,New PB,2000000,HAHY7:XXNMMFNMCL0001,0,0,0,0,1.38592,BloombergBVAL,,2149429186,2088428191,,1461916275,,0,0,0,0,0,0,0,0,0,0,0,-19941.62415,-0.013600565,-19941.62415,2000000,,,,0,0,-20172.82634,Hybrid,USDCAD091626-196997266,TD 08/07/2026 VD 09/16/2026 SELL CAD VS .BUY USD @ 1.39975510,0,1,Henry Chan,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,-19941.62415,-0.005589206,-19941.62415,
BNPP-IPBFX-NMMF,420816073,USD,,,,,,NMMF,,2017635.418,PARIUK,CAD.C-CNAA,,NMCL,0,0,0,0,0,0,0,0,0,0,0,0,231.203854,-0.012015963,231.203854,0,0,-19999.27931,,FORWARD,12,,NMMF,,,,0.72069,,,,,,,0,,2799590.2,-0.000922907,-19999.27931,-27750.2,-19999.27931,-27750.2,0,0,0,0,0,0,0,0,0,0,0,0,-19999.27931,-0.058528263,-19999.27931,HAHY7,HAHY7,XX,,New PB,2000000,HAHY7:XXNMMFNMCL0001,0,0,0,0,1.38592,BloombergBVAL,,2149429186,2088428191,,1461916275,,0,0,0,0,0,0,0,0,0,0,0,-19999.27931,-0.013639887,-19999.27931,2000000,,,,0,0,-20230.48316,Hybrid,USDCAD091626-196997425,TD 08/07/2026 VD 09/16/2026 SELL CAD VS .BUY USD @ 1.39979510,0,1,Henry Chan,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,-19999.27931,-0.005605366,-19999.27931,
BNPP-IPBFX-NMMF,420816599,USD,,,,,,NMMF,,-1998535.559,PARIUK,CAD.C-CNAA,,NMCL,0,0,0,0,0,0,0,0,0,0,0,0,-230.653235,0.011987346,-230.653235,0,0,899.420566,,FORWARD,12,,NMMF,,,,0.72069,,,,,,,0,,-2773088,4.15E-05,899.420566,1248,899.420566,1248,0,0,0,0,0,0,0,0,0,0,0,0,899.420566,0.002632171,899.420566,HAHY7,HAHY7,XX,,New PB,-2000000,HAHY7:XXNMMFNMCL0001,0,0,0,0,1.38592,BloombergBVAL,,2149429186,2088428191,,1461916275,,0,0,0,0,0,0,0,0,0,0,0,899.420566,0.000613422,899.420566,-2000000,,,,0,0,1130.073801,Hybrid,USDCAD091626-197298610,TD 08/14/2026 VD 09/16/2026 SELL USD VS .BUY CAD @ 1.38654400,0,1,Henry Chan,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,899.420566,0.000252088,899.420566,
BNPP-IPBFX-NMMF,420816625,USD,,,,,,NMMF,,-999259.1311,PARIUK,CAD.C-CNAA,,NMCL,0,0,0,0,0,0,0,0,0,0,0,0,-115.326368,0.00599366,-115.326368,0,0,441.062008,,FORWARD,12,,NMMF,,,,0.72069,,,,,,,0,,-1386532,2.04E-05,441.062008,612,441.062008,612,0,0,0,0,0,0,0,0,0,0,0,0,441.062008,0.001290776,441.062008,HAHY7,HAHY7,XX,,New PB,-1000000,HAHY7:XXNMMFNMCL0001,0,0,0,0,1.38592,BloombergBVAL,,2149429186,2088428191,,1461916275,,0,0,0,0,0,0,0,0,0,0,0,441.062008,0.000300813,441.062008,-1000000,,,,0,0,556.388376,Hybrid,USDCAD091626-197300304,TD 08/14/2026 VD 09/16/2026 SELL USD VS .BUY CAD @ 1.38653200,0,1,Henry Chan,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,441.062008,0.00012362,441.062008,
BNPP-IPBFX-NMMF,128939,USD,,,,,,NMMF,,3480636.536,PARIUK,CHF.C-SWAA,,NMCL,0,0,0,0,0,0,0,0,0,0,0,0,-5666.680036,0.294504671,-5666.680036,0,0,8840.779714,,FORWARD,12,,NMMF,,,,1.232164,,,,,,,0,,2824815,0.000407976,8840.779714,7175,8840.779714,7175,0,0,0,0,0,0,0,0,0,0,0,0,19842.22841,0.05806865,19842.22841,HAHY7,HAHY7,XX,,New PB,3500000,HAHY7:XXNMMFNMCL0001,-11001.4487,-8892.470983,0,0,0.80914,BloombergBVAL,,2149429186,2088428191,0.804549,1461916275,,0,0,0,0,0,0,0,0,0,0,0,8840.779714,0.006029579,8840.779714,3500000,,,,0,0,14507.45975,Hybrid,USDCHF091626-196243247,TD 07/22/2026 VD 09/16/2026 SELL CHF VS .BUY USD @ 0.80709000,0,1,Henry Chan,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,8840.779714,0.002477879,8840.779714,
BNPP-IPBFX-NMMF,128942,USD,,,,,,NMMF,,2983661.5,PARIUK,CHF.C-SWAA,,NMCL,0,0,0,0,0,0,0,0,0,0,0,0,-4857.615792,0.252456559,-4857.615792,0,0,7319.056655,,FORWARD,12,,NMMF,,,,1.232164,,,,,,,0,,2421480,0.000337753,7319.056655,5940,7319.056655,5940,0,0,0,0,0,0,0,0,0,0,0,0,17008.74606,0.049776412,17008.74606,HAHY7,HAHY7,XX,,New PB,3000000,HAHY7:XXNMMFNMCL0001,-9689.689405,-7832.175946,0,0,0.80914,BloombergBVAL,,2149429186,2088428191,0.804549,1461916275,,0,0,0,0,0,0,0,0,0,0,0,7319.056655,0.004991735,7319.056655,3000000,,,,0,0,12176.67245,Hybrid,USDCHF091626-196243332,TD 07/22/2026 VD 09/16/2026 SELL CHF VS .BUY USD @ 0.80716000,0,1,Henry Chan,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,7319.056655,0.002051373,7319.056655,
BNPP-IPBFX-NMMF,128938,USD,,,,,,NMMF,,3480683.112,PARIUK,CHF.C-SWAA,,NMCL,0,0,0,0,0,0,0,0,0,0,0,0,-5666.763101,0.294508988,-5666.763101,0,0,8794.203899,,FORWARD,12,,NMMF,,,,1.232164,,,,,,,0,,2824852.8,0.000405826,8794.203899,7137.2,8794.203899,7137.2,0,0,0,0,0,0,0,0,0,0,0,0,19842.42978,0.05806924,19842.42978,HAHY7,HAHY7,XX,,New PB,3500000,HAHY7:XXNMMFNMCL0001,-11048.22588,-8930.28098,0,0,0.80914,BloombergBVAL,,2149429186,2088428191,0.804549,1461916275,,0,0,0,0,0,0,0,0,0,0,0,8794.203899,0.005997814,8794.203899,3500000,,,,0,0,14460.967,Hybrid,USDCHF091626-196243403,TD 07/22/2026 VD 09/16/2026 SELL CHF VS .BUY USD @ 0.80710080,0,1,Henry Chan,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,8794.203899,0.002464825,8794.203899,
BNPP-IPBFX-NMMF,128950,USD,,,,,,NMMF,,2989727.445,PARIUK,CHF.C-SWAA,,NMCL,0,0,0,0,0,0,0,0,0,0,0,0,-4868.434115,0.253018801,-4868.434115,0,0,1253.111215,,FORWARD,12,,NMMF,,,,1.232164,,,,,,,0,,2426403,5.78E-05,1253.111215,1017,1253.111215,1017,0,0,0,0,0,0,0,0,0,0,0,0,17035.05364,0.049853401,17035.05364,HAHY7,HAHY7,XX,,New PB,3000000,HAHY7:XXNMMFNMCL0001,-15781.94242,-12756.54406,0,0,0.80914,BloombergBVAL,,2149429186,2088428191,0.804549,1461916275,,0,0,0,0,0,0,0,0,0,0,0,1253.111215,0.000854646,1253.111215,3000000,,,,0,0,6121.545331,Hybrid,USDCHF091626-196283842,TD 07/23/2026 VD 09/16/2026 SELL CHF VS .BUY USD @ 0.80880100,0,1,Henry Chan,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,1253.111215,0.00035122,1253.111215,
BNPP-IPBFX-NMMF,128951,USD,,,,,,NMMF,,3986340.225,PARIUK,CHF.C-SWAA,,NMCL,0,0,0,0,0,0,0,0,0,0,0,0,-6491.311412,0.337361827,-6491.311412,0,0,1633.850021,,FORWARD,12,,NMMF,,,,1.232164,,,,,,,0,,3235234,7.54E-05,1633.850021,1326,1633.850021,1326,0,0,0,0,0,0,0,0,0,0,0,0,22713.56556,0.066471672,22713.56556,HAHY7,HAHY7,XX,,New PB,4000000,HAHY7:XXNMMFNMCL0001,-21079.71553,-17038.73407,0,0,0.80914,BloombergBVAL,,2149429186,2088428191,0.804549,1461916275,,0,0,0,0,0,0,0,0,0,0,0,1633.850021,0.001114317,1633.850021,4000000,,,,0,0,8125.161433,Hybrid,USDCHF091626-196283849,TD 07/23/2026 VD 09/16/2026 SELL CHF VS .BUY USD @ 0.80880850,0,1,Henry Chan,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,1633.850021,0.000457933,1633.850021,
BNPP-IPBFX-NMMF,128954,USD,,,,,,NMMF,,2993488.627,PARIUK,CHF.C-SWAA,,NMCL,0,0,0,0,0,0,0,0,0,0,0,0,-4875.142003,0.253367418,-4875.142003,0,0,-2508.070677,,FORWARD,12,,NMMF,,,,1.232164,,,,,,,0,,2429455.5,-0.00011574,-2508.070677,-2035.5,-2508.070677,-2035.5,0,0,0,0,0,0,0,0,0,0,0,0,17051.36643,0.049901141,17051.36643,HAHY7,HAHY7,XX,,New PB,3000000,HAHY7:XXNMMFNMCL0001,-19559.4371,-15809.89301,0,0,0.80914,BloombergBVAL,,2149429186,2088428191,0.804549,1461916275,,0,0,0,0,0,0,0,0,0,0,0,-2508.070677,-0.001710552,-2508.070677,3000000,,,,0,0,2367.071326,Hybrid,USDCHF091626-196292072,TD 07/23/2026 VD 09/16/2026 SELL CHF VS .BUY USD @ 0.80981850,0,1,Henry Chan,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,-2508.070677,-0.000702958,-2508.070677,
BNPP-IPBFX-NMMF,128959,USD,,,,,,NMMF,,6006505.828,PARIUK,CHF.C-SWAA,,NMCL,0,0,0,0,0,0,0,0,0,0,0,0,-9785.11228,0.508544907,-9785.11228,0,0,-24544.71525,,FORWARD,12,,NMMF,,,,1.232164,,,,,,,0,,4874760,-0.001132665,-24544.71525,-19920,-24544.71525,-19920,0,0,0,0,0,0,0,0,0,0,0,0,34187.42644,0.100050139,34187.42644,HAHY7,HAHY7,XX,,New PB,6000000,HAHY7:XXNMMFNMCL0001,-58732.14169,-47473.19013,0,0,0.80914,BloombergBVAL,,2149429186,2088428191,0.804548,1461916275,,0,0,0,0,0,0,0,0,0,0,0,-24544.71525,-0.016739961,-24544.71525,6000000,,,,0,0,-14759.60297,Hybrid,USDCHF091626-196354930,TD 07/23/2026 VD 09/16/2026 SELL CHF VS .BUY USD @ 0.81246000,0,1,Henry Chan,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,-24544.71525,-0.006879353,-24544.71525,
BNPP-IPBFX-NMMF,128969,USD,,,,,,NMMF,,3004964.39,PARIUK,CHF.C-SWAA,,NMCL,0,0,0,0,0,0,0,0,0,0,0,0,-4895.608476,0.254431087,-4895.608476,0,0,-13983.834,,FORWARD,12,,NMMF,,,,1.232164,,,,,,,0,,2438769,-0.000645312,-13983.834,-11349,-13983.834,-11349,0,0,0,0,0,0,0,0,0,0,0,0,17101.13572,0.050046792,17101.13572,HAHY7,HAHY7,XX,,New PB,3000000,HAHY7:XXNMMFNMCL0001,-31084.96972,-25125.98103,0,0,0.80914,BloombergBVAL,,2149429186,2088428191,0.804548,1461916275,,0,0,0,0,0,0,0,0,0,0,0,-13983.834,-0.00953724,-13983.834,3000000,,,,0,0,-9088.225527,Hybrid,USDCHF091626-196357641,TD 07/24/2026 VD 09/16/2026 SELL CHF VS .BUY USD @ 0.81292300,0,1,Henry Chan,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,-13983.834,-0.003919366,-13983.834,
BNPP-IPBFX-NMMF,128976,USD,,,,,,NMMF,,1000673.378,PARIUK,CHF.C-SWAA,,NMCL,0,0,0,0,0,0,0,0,0,0,0,0,-1630.119178,0.084719396,-1630.119178,0,0,-3679.85904,,FORWARD,12,,NMMF,,,,1.232164,,,,,,,0,,812126.5,-0.000169814,-3679.85904,-2986.5,-3679.85904,-2986.5,0,0,0,0,0,0,0,0,0,0,0,0,5696.122263,0.016669808,5696.122263,HAHY7,HAHY7,XX,,New PB,1000000,HAHY7:XXNMMFNMCL0001,-9375.981303,-7578.605687,0,0,0.80914,BloombergBVAL,,2149429186,2088428191,0.804548,1461916275,,0,0,0,0,0,0,0,0,0,0,0,-3679.85904,-0.002509734,-3679.85904,1000000,,,,0,0,-2049.739862,Hybrid,USDCHF091626-196366326,TD 07/24/2026 VD 09/16/2026 SELL CHF VS .BUY USD @ 0.81212650,0,1,Henry Chan,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,-3679.85904,-0.001031385,-3679.85904,
BNPP-IPBFX-NMMF,129008,USD,,,,,,NMMF,,2008230.858,PARIUK,CHF.C-SWAA,,NMCL,0,0,0,0,0,0,0,0,0,0,0,0,-3272.515824,0.170076869,-3272.515824,0,0,-14243.8207,,FORWARD,12,,NMMF,,,,1.232164,,,,,,,0,,1629840,-0.00065731,-14243.8207,-11560,-14243.8207,-11560,0,0,0,0,0,0,0,0,0,0,0,0,11422.10042,0.033426989,11422.10042,HAHY7,HAHY7,XX,,New PB,2000000,HAHY7:XXNMMFNMCL0001,-25665.92112,-20745.76404,0,0,0.80914,BloombergBVAL,,2149429186,2088428191,0.804547,1461916275,,0,0,0,0,0,0,0,0,0,0,0,-14243.8207,-0.009714555,-14243.8207,2000000,,,,0,0,-10971.30487,Hybrid,USDCHF091626-196490471,TD 07/28/2026 VD 09/16/2026 SELL CHF VS .BUY USD @ 0.81492000,0,1,Henry Chan,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,-14243.8207,-0.003992235,-14243.8207,
BNPP-IPBFX-NMMF,420815359,USD,,,,,,NMMF,,-2000167.574,PARIUK,CHF.C-SWAA,,NMCL,0,0,0,0,0,0,0,0,0,0,0,0,3258.135343,-0.169329497,3258.135343,0,0,6180.536731,,FORWARD,12,,NMMF,,,,1.232164,,,,,,,0,,-1623296,0.000285213,6180.536731,5016,6180.536731,5016,0,0,0,0,0,0,0,0,0,0,0,0,-11387.12998,-0.033324648,-11387.12998,HAHY7,HAHY7,XX,,New PB,-2000000,HAHY7:XXNMMFNMCL0001,17567.66671,14199.945,0,0,0.80914,BloombergBVAL,,2149429186,2088428191,0.804548,1461916275,,0,0,0,0,0,0,0,0,0,0,0,6180.536731,0.004215243,6180.536731,-2000000,,,,0,0,2922.401387,Hybrid,USDCHF091626-196596414,TD 07/30/2026 VD 09/16/2026 SELL USD VS .BUY CHF @ 0.81164800,0,1,Henry Chan,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,6180.536731,0.001732271,6180.536731,
BNPP-IPBFX-NMMF,420815483,USD,,,,,,NMMF,,-989174.2034,PARIUK,CHF.C-SWAA,,NMCL,0,0,0,0,0,0,0,0,0,0,0,0,1609.610952,-0.083653557,1609.610952,0,0,-7819.315409,,FORWARD,12,,NMMF,,,,1.232164,,,,,,,0,,-802794,-0.000360838,-7819.315409,-6346,-7819.315409,-6346,0,0,0,0,0,0,0,0,0,0,0,0,-5646.250953,-0.016523858,-5646.250953,HAHY7,HAHY7,XX,,New PB,-1000000,HAHY7:XXNMMFNMCL0001,-2173.064456,-1756.488,0,0,0.80914,BloombergBVAL,,2149429186,2088428191,0.80455,1461916275,,0,0,0,0,0,0,0,0,0,0,0,-7819.315409,-0.005332921,-7819.315409,-1000000,,,,0,0,-9428.926362,Hybrid,USDCHF091626-196702088,TD 07/31/2026 VD 09/16/2026 SELL USD VS .BUY CHF @ 0.80279400,0,1,Henry Chan,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,-7819.315409,-0.002191585,-7819.315409,
BNPP-IPBFX-NMMF,420815481,USD,,,,,,NMMF,,-989223.49,PARIUK,CHF.C-SWAA,,NMCL,0,0,0,0,0,0,0,0,0,0,0,0,1609.698853,-0.083658126,1609.698853,0,0,-7770.028833,,FORWARD,12,,NMMF,,,,1.232164,,,,,,,0,,-802834,-0.000358564,-7770.028833,-6306,-7770.028833,-6306,0,0,0,0,0,0,0,0,0,0,0,0,-5646.464686,-0.016524484,-5646.464686,HAHY7,HAHY7,XX,,New PB,-1000000,HAHY7:XXNMMFNMCL0001,-2123.564147,-1716.4769,0,0,0.80914,BloombergBVAL,,2149429186,2088428191,0.80455,1461916275,,0,0,0,0,0,0,0,0,0,0,0,-7770.028833,-0.005299307,-7770.028833,-1000000,,,,0,0,-9379.727685,Hybrid,USDCHF091626-196702262,TD 07/31/2026 VD 09/16/2026 SELL USD VS .BUY CHF @ 0.80283400,0,1,Henry Chan,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,-7770.028833,-0.002177771,-7770.028833,
BNPP-IPBFX-NMMF,420815479,USD,,,,,,NMMF,,-989197.3681,PARIUK,CHF.C-SWAA,,NMCL,0,0,0,0,0,0,0,0,0,0,0,0,1609.652266,-0.083655705,1609.652266,0,0,-7796.150718,,FORWARD,12,,NMMF,,,,1.232164,,,,,,,0,,-802812.8,-0.000359769,-7796.150718,-6327.2,-7796.150718,-6327.2,0,0,0,0,0,0,0,0,0,0,0,0,-5646.351386,-0.016524152,-5646.351386,HAHY7,HAHY7,XX,,New PB,-1000000,HAHY7:XXNMMFNMCL0001,-2149.799332,-1737.6828,0,0,0.80914,BloombergBVAL,,2149429186,2088428191,0.80455,1461916275,,0,0,0,0,0,0,0,0,0,0,0,-7796.150718,-0.005317122,-7796.150718,-1000000,,,,0,0,-9405.802984,Hybrid,USDCHF091626-196702352,TD 07/31/2026 VD 09/16/2026 SELL USD VS .BUY CHF @ 0.80281280,0,1,Henry Chan,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,-7796.150718,-0.002185093,-7796.150718,
BNPP-IPBFX-NMMF,420815477,USD,,,,,,NMMF,,-989187.1411,PARIUK,CHF.C-SWAA,,NMCL,0,0,0,0,0,0,0,0,0,0,0,0,1609.634026,-0.083654757,1609.634026,0,0,-7806.377683,,FORWARD,12,,NMMF,,,,1.232164,,,,,,,0,,-802804.5,-0.000360241,-7806.377683,-6335.5,-7806.377683,-6335.5,0,0,0,0,0,0,0,0,0,0,0,0,-5646.307041,-0.016524023,-5646.307041,HAHY7,HAHY7,XX,,New PB,-1000000,HAHY7:XXNMMFNMCL0001,-2160.070642,-1745.9851,0,0,0.80914,BloombergBVAL,,2149429186,2088428191,0.80455,1461916275,,0,0,0,0,0,0,0,0,0,0,0,-7806.377683,-0.005324097,-7806.377683,-1000000,,,,0,0,-9416.011709,Hybrid,USDCHF091626-196702480,TD 07/31/2026 VD 09/16/2026 SELL USD VS .BUY CHF @ 0.80280450,0,1,Henry Chan,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,-7806.377683,-0.002187959,-7806.377683,
BNPP-IPBFX-NMMF,,USD,,,,,,NMMF,,-1987010.523,PARIUK,CHF.C-SWAA,,NMCL,0,0,0,0,0,0,0,0,0,0,0,0,3234.670373,-0.168109992,3234.670373,0,0,-6976.514946,,FORWARD,12,,NMMF,,,,1.232164,,,,,,,0,,-1612618,-0.000321945,-6976.514946,-5662,-6976.514946,-5662,0,0,0,0,0,0,0,0,0,0,0,0,-6976.514946,-0.020416901,-6976.514946,HAHY7,HAHY7,XX,,New PB,-2000000,HAHY7:XXNMMFNMCL0001,0,0,0,0,0.80914,BloombergBVAL,,2149429186,2088428191,,1461916275,,0,0,0,0,0,0,0,0,0,0,0,-6976.514946,-0.004758115,-6976.514946,-2000000,,,,0,0,-10211.18532,Hybrid,USDCHF091626-196849974,TD 08/04/2026 VD 09/16/2026 SELL USD VS .BUY CHF @ 0.80630900,0,1,Henry Chan,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,-6976.514946,-0.001955366,-6976.514946,
BNPP-IPBFX-NMMF,,USD,,,,,,NMMF,,-1986888.292,PARIUK,CHF.C-SWAA,,NMCL,0,0,0,0,0,0,0,0,0,0,0,0,3234.45238,-0.168098662,3234.45238,0,0,-7098.745657,,FORWARD,12,,NMMF,,,,1.232164,,,,,,,0,,-1612518.8,-0.000327586,-7098.745657,-5761.2,-7098.745657,-5761.2,0,0,0,0,0,0,0,0,0,0,0,0,-7098.745657,-0.020774611,-7098.745657,HAHY7,HAHY7,XX,,New PB,-2000000,HAHY7:XXNMMFNMCL0001,0,0,0,0,0.80914,BloombergBVAL,,2149429186,2088428191,,1461916275,,0,0,0,0,0,0,0,0,0,0,0,-7098.745657,-0.004841479,-7098.745657,-2000000,,,,0,0,-10333.19804,Hybrid,USDCHF091626-196849983,TD 08/04/2026 VD 09/16/2026 SELL USD VS .BUY CHF @ 0.80625940,0,1,Henry Chan,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,-7098.745657,-0.001989625,-7098.745657,
BNPP-IPBFX-NMMF,,USD,,,,,,NMMF,,-1986771.483,PARIUK,CHF.C-SWAA,,NMCL,0,0,0,0,0,0,0,0,0,0,0,0,3234.244057,-0.168087836,3234.244057,0,0,-7215.554844,,FORWARD,12,,NMMF,,,,1.232164,,,,,,,0,,-1612424,-0.000332976,-7215.554844,-5856,-7215.554844,-5856,0,0,0,0,0,0,0,0,0,0,0,0,-7215.554844,-0.021116455,-7215.554844,HAHY7,HAHY7,XX,,New PB,-2000000,HAHY7:XXNMMFNMCL0001,0,0,0,0,0.80914,BloombergBVAL,,2149429186,2088428191,,1461916275,,0,0,0,0,0,0,0,0,0,0,0,-7215.554844,-0.004921145,-7215.554844,-2000000,,,,0,0,-10449.7989,Hybrid,USDCHF091626-196851839,TD 08/04/2026 VD 09/16/2026 SELL USD VS .BUY CHF @ 0.80621200,0,1,Henry Chan,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,-7215.554844,-0.002022364,-7215.554844,
BNPP-IPBFX-NMMF,420815795,USD,,,,,,NMMF,,-2482852.584,PARIUK,CHF.C-SWAA,,NMCL,0,0,0,0,0,0,0,0,0,0,0,0,4041.714009,-0.210053091,4041.714009,0,0,-9631.213189,,FORWARD,12,,NMMF,,,,1.232164,,,,,,,0,,-2015033.5,-0.000444452,-9631.213189,-7816.5,-9631.213189,-7816.5,0,0,0,0,0,0,0,0,0,0,0,0,-9631.213189,-0.028185924,-9631.213189,HAHY7,HAHY7,XX,,New PB,-2500000,HAHY7:XXNMMFNMCL0001,0,0,0,0,0.80914,BloombergBVAL,,2149429186,2088428191,,1461916275,,0,0,0,0,0,0,0,0,0,0,0,-9631.213189,-0.00656867,-9631.213189,-2500000,,,,0,0,-13672.9272,Hybrid,USDCHF091626-196922131,TD 08/05/2026 VD 09/16/2026 SELL USD VS .BUY CHF @ 0.80601340,0,1,Henry Chan,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,-9631.213189,-0.002699421,-9631.213189,
